date,daily_sales,cost_of_sales,net_profit,project_name
2005-09-27,2116.42,1759.78,356.64,Proj2
2005-09-28,2115.4,1360.05,755.35,Proj3
2005-09-29,2141.22,1882.51,258.71,Proj2
2005-09-30,2151.69,1682.46,469.23,Proj4
2005-10-03,2155.43,1797.03,358.4,Proj4
2005-10-04,2139.36,1486.48,652.88,Proj2
2005-10-05,2523.624,3555.828,127.56,Proj5
2005-10-06,2084.08,1723.23,360.85,Proj6
2005-10-07,2090.35,1504.02,586.33,Proj6
2005-10-10,2078.92,1282.94,795.98,Proj6
2005-10-11,2061.09,1719.03,342.06,Proj7
2005-10-12,2037.47,1788.88,248.59,Proj3
2005-10-13,2047.22,1734.08,313.14,Proj6
2005-10-14,3510.211,3966.35,478.29,Proj9
2005-10-17,2070.3,1490.31,579.99,Proj6
2005-10-18,2056.0,1882.65,173.35,Proj6
2005-10-19,2091.24,1520.34,570.9,Proj2
2005-10-20,2068.11,1557.38,510.73,Proj2
2005-10-21,2082.21,1738.15,344.06,Proj2
2005-10-24,3596.9109999999996,4023.65,506.37,Proj9
2005-10-25,2109.45,1725.4,384.05,Proj1
2005-10-26,2100.05,1563.57,536.48,Proj7
2005-10-27,2063.81,1861.02,202.79,Proj6
2005-10-28,2089.88,1926.84,163.04,Proj4
2005-10-31,2120.3,1653.6,466.7,Proj2
2005-11-01,2114.05,1853.88,260.17,Proj8
2005-11-02,2573.172,2620.566,688.44,Proj5
2005-11-03,2592.2639999999997,3710.322,98.93,Proj5
2005-11-04,3688.0309999999995,3461.675,784.76,Proj9
2005-11-07,2178.24,1825.5,352.74,Proj8
2005-11-08,2606.484,3214.404,386.29,Proj5
2005-11-09,2175.81,1972.44,203.37,Proj6
2005-11-10,2196.68,1648.03,548.65,Proj8
2005-11-11,2202.47,1593.71,608.76,Proj3
2005-11-14,2200.95,2016.82,184.13,Proj1
2005-11-15,2186.74,1973.78,212.96,Proj2
2005-11-16,2187.93,1431.27,756.66,Proj8
2005-11-17,2220.46,1691.89,528.57,Proj4
2005-11-18,3786.0190000000002,4639.674999999999,371.2,Proj9
2005-11-21,2241.67,1410.48,831.19,Proj1
2005-11-22,2253.56,1899.93,353.63,Proj7
2005-11-23,2259.98,1818.47,441.51,Proj4
2005-11-25,2715.612,3063.204,561.23,Proj5
2005-11-28,2239.37,1614.54,624.83,Proj4
2005-11-29,2232.71,1763.02,469.69,Proj3
2005-11-30,2232.82,1548.2,684.62,Proj1
2005-12-01,2267.17,1577.24,689.93,Proj2
2005-12-02,3864.729,4222.275000000001,584.46,Proj9
2005-12-05,2257.64,1940.9,316.74,Proj1
2005-12-06,2260.76,1736.09,524.67,Proj4
2005-12-07,3828.4170000000004,3774.875,742.06,Proj9
2005-12-08,2246.46,1593.71,652.75,Proj7
2005-12-09,2256.73,1704.99,551.74,Proj2
2005-12-12,3843.615,4645.849999999999,402.61,Proj9
2005-12-13,2265.0,1985.21,279.79,Proj1
2005-12-14,2262.59,1922.74,339.85,Proj7
2005-12-15,3843.071,3201.5249999999996,980.01,Proj9
2005-12-16,2252.48,1720.65,531.83,Proj6
2005-12-19,2222.74,1621.06,601.68,Proj6
2005-12-20,2222.42,1645.8,576.62,Proj4
2005-12-21,2231.66,1684.87,546.79,Proj6
2005-12-22,2246.49,1644.6,601.89,Proj6
2005-12-23,2249.42,1616.29,633.13,Proj1
2005-12-27,3785.7129999999997,3152.3,965.97,Proj9
2005-12-28,2228.94,1879.17,349.77,Proj8
2005-12-29,2218.16,1479.48,738.68,Proj2
2005-12-30,2205.32,1264.73,940.59,Proj7
2006-01-03,3814.3579999999997,4029.6,631.9,Proj9
2006-01-04,2263.46,1530.09,733.37,Proj6
2006-01-05,2732.2439999999997,3449.646,360.4,Proj5
2006-01-06,2305.62,1343.33,962.29,Proj1
2006-01-09,2318.69,1758.75,559.94,Proj6
2006-01-10,2320.32,1666.9,653.42,Proj7
2006-01-11,2331.36,2082.76,248.6,Proj3
2006-01-12,2780.028,3285.36,491.49,Proj5
2006-01-13,2317.04,1791.57,525.47,Proj2
2006-01-17,2302.69,1573.46,729.23,Proj6
2006-01-18,2735.5679999999998,3225.672,487.6,Proj5
2006-01-19,3913.0769999999998,4404.875,539.86,Proj9
2006-01-20,2247.7,1714.23,533.47,Proj7
2006-01-23,2248.47,1774.33,474.14,Proj6
2006-01-24,2265.25,1837.23,428.02,Proj2
2006-01-25,2260.65,1700.23,560.42,Proj2
2006-01-26,2283.0,1389.56,893.44,Proj6
2006-01-27,2304.23,1846.68,457.55,Proj4
2006-01-30,2306.78,1974.7,332.08,Proj8
2006-01-31,2305.82,1627.9,677.92,Proj2
2006-02-01,2310.56,1474.01,836.55,Proj1
2006-02-02,2281.57,1804.15,477.42,Proj6
2006-02-03,2262.58,1655.55,607.03,Proj3
2006-02-06,2258.8,1715.61,543.19,Proj2
2006-02-07,2244.96,1737.55,507.41,Proj6
2006-02-08,2266.98,1704.38,562.6,Proj7
2006-02-09,2255.87,1672.24,583.63,Proj6
2006-02-10,2261.88,1920.22,341.66,Proj8
2006-02-13,2239.81,1653.59,586.22,Proj4
2006-02-14,2262.17,1992.83,269.34,Proj8
2006-02-15,2276.43,2054.93,221.5,Proj3
2006-02-16,2294.63,1720.84,573.79,Proj3
2006-02-17,2282.36,1865.06,417.3,Proj3
2006-02-21,2262.96,1969.5,293.46,Proj4
2006-02-22,2283.17,2244.4,38.77,Proj4
2006-02-23,2279.32,1703.91,575.41,Proj4
2006-02-24,2287.04,1502.78,784.26,Proj7
2006-02-27,3922.2059999999997,4109.075000000001,663.55,Proj9
2006-02-28,2281.39,1725.57,555.82,Proj2
2006-03-01,2777.5679999999998,3485.358,378.33,Proj5
2006-03-02,2311.11,1817.71,493.4,Proj6
2006-03-03,2302.6,2187.88,114.72,Proj2
2006-03-06,2286.03,1588.29,697.74,Proj1
2006-03-07,2268.38,2018.51,249.87,Proj4
2006-03-08,2267.46,1760.69,506.77,Proj4
2006-03-09,2699.6639999999998,3522.456,292.8,Proj5
2006-03-10,2262.04,1767.54,494.5,Proj4
2006-03-13,2267.03,1747.15,519.88,Proj3
2006-03-14,3903.03,3956.05,713.48,Proj9
2006-03-15,2311.84,2003.96,307.88,Proj2
2006-03-16,2299.56,1806.85,492.71,Proj7
2006-03-17,2306.48,1764.88,541.6,Proj3
2006-03-20,2314.11,1642.36,671.75,Proj3
2006-03-21,2294.23,1670.42,623.81,Proj8
2006-03-22,2303.35,2296.62,6.73,Proj8
2006-03-23,2300.15,1915.58,384.57,Proj6
2006-03-24,2312.82,1482.25,830.57,Proj6
2006-03-27,2315.58,1905.52,410.06,Proj3
2006-03-28,2304.46,1639.24,665.22,Proj6
2006-03-29,2337.78,1886.98,450.8,Proj6
2006-03-30,2340.82,1789.95,550.87,Proj4
2006-03-31,2339.79,1709.17,630.62,Proj7
2006-04-03,2336.74,1679.44,657.3,Proj4
2006-04-04,2345.36,1851.41,493.95,Proj4
2006-04-05,2359.75,1796.72,563.03,Proj8
2006-04-06,2361.17,1769.46,591.71,Proj2
2006-04-07,2806.824,2632.032,876.78,Proj5
2006-04-10,2333.27,1601.05,732.22,Proj1
2006-04-11,2310.35,1986.58,323.77,Proj2
2006-04-12,2314.68,1565.75,748.93,Proj8
2006-04-13,2326.11,2074.14,251.97,Proj3
2006-04-17,3928.9719999999998,4426.0,540.76,Proj9
2006-04-18,2356.14,2198.05,158.09,Proj3
2006-04-19,2370.88,2469.11,-98.23,Proj6
2006-04-20,2835.06,2939.94,729.25,Proj5
2006-04-21,2811.4320000000002,3308.328,504.9,Proj5
2006-04-24,2333.38,1676.13,657.25,Proj8
2006-04-25,2330.3,1995.55,334.75,Proj6
2006-04-26,2333.63,1769.82,563.81,Proj4
2006-04-27,2344.95,1774.0,570.95,Proj7
2006-04-28,2322.57,1652.71,669.86,Proj8
2006-05-01,2304.79,1620.01,684.78,Proj4
2006-05-02,2309.84,1702.92,606.92,Proj6
2006-05-03,2303.97,2378.72,-74.75,Proj6
2006-05-04,2323.9,1386.8,937.1,Proj2
2006-05-05,2342.57,1765.68,576.89,Proj8
2006-05-08,2344.99,1860.37,484.62,Proj1
2006-05-09,2338.25,1563.0,775.25,Proj3
2006-05-10,2320.74,1780.93,539.81,Proj4
2006-05-11,3863.5899999999997,3991.05,676.28,Proj9
2006-05-12,2243.78,1654.34,589.44,Proj2
2006-05-15,3805.484,3820.2,710.44,Proj9
2006-05-16,2229.13,1632.98,596.15,Proj1
2006-05-17,2195.8,1613.91,581.89,Proj7
2006-05-18,3706.5440000000003,4351.075,439.89,Proj9
2006-05-19,3729.596,4728.85,302.34,Proj9
2006-05-22,2172.86,1794.56,378.3,Proj6
2006-05-23,2158.76,1686.82,471.94,Proj6
2006-05-24,2169.17,1635.32,533.85,Proj8
2006-05-25,2198.24,1545.25,652.99,Proj7
2006-05-26,2210.37,1365.67,844.7,Proj6
2006-05-30,2164.74,1800.57,364.17,Proj1
2006-05-31,3704.096,3895.625,620.63,Proj9
2006-06-01,2219.86,1281.6,938.26,Proj2
2006-06-02,3772.997,4434.825,445.48,Proj9
2006-06-05,2169.62,1646.94,522.68,Proj1
2006-06-06,2162.78,1494.23,668.55,Proj7
2006-06-07,2151.8,1703.57,448.23,Proj2
2006-06-08,2145.32,1446.38,698.94,Proj8
2006-06-09,2135.06,1695.95,439.11,Proj7
2006-06-12,2091.32,1663.65,427.67,Proj6
2006-06-13,2486.9639999999995,2650.716,599.85,Proj5
2006-06-14,2086.0,1491.4,594.6,Proj7
2006-06-15,2144.15,1042.88,1101.27,Proj6
2006-06-16,2129.95,1746.75,383.2,Proj3
2006-06-19,2110.42,1232.16,878.26,Proj7
2006-06-20,2107.06,1901.21,205.85,Proj4
2006-06-21,2141.2,1578.57,562.63,Proj2
2006-06-22,2122.98,1738.47,384.51,Proj1
2006-06-23,2121.47,1174.44,947.03,Proj7
2006-06-26,2133.67,1803.58,330.09,Proj8
2006-06-27,2100.25,1799.6,300.65,Proj7
2006-06-28,2111.84,1723.72,388.12,Proj8
2006-06-29,2174.38,1752.03,422.35,Proj6
2006-06-30,2172.09,1637.47,534.62,Proj3
2006-07-03,2190.43,1763.4,427.03,Proj4
2006-07-05,2584.0080000000003,3157.4880000000003,399.18,Proj5
2006-07-06,2155.09,1780.15,374.94,Proj3
2006-07-07,2130.06,1555.26,574.8,Proj3
2006-07-10,2116.93,1630.44,486.49,Proj1
2006-07-11,2128.86,1501.83,627.03,Proj4
2006-07-12,2090.24,1387.01,703.23,Proj1
2006-07-13,2054.11,1469.78,584.33,Proj7
2006-07-14,2037.35,1756.0,281.35,Proj7
2006-07-17,2037.72,1390.89,646.83,Proj3
2006-07-18,2043.22,1502.77,540.45,Proj8
2006-07-19,2080.71,1549.34,531.37,Proj8
2006-07-20,2039.42,1766.09,273.33,Proj1
2006-07-21,2424.468,2656.026,544.82,Proj5
2006-07-24,2061.84,1241.45,820.39,Proj4
2006-07-25,3525.63,4441.825,297.17,Proj9
2006-07-26,2484.552,2943.216,435.34,Proj5
2006-07-27,2465.3639999999996,3152.1240000000003,303.29,Proj5
2006-07-28,2512.968,2636.244,629.56,Proj5
2006-07-31,2091.47,1745.85,345.62,Proj1
2006-08-01,2061.99,1542.29,519.7,Proj2
2006-08-02,2078.81,1671.07,407.74,Proj6
2006-08-03,2092.34,1335.69,756.65,Proj1
2006-08-04,2085.05,1252.94,832.11,Proj2
2006-08-07,2072.5,1330.0,742.5,Proj7
2006-08-08,2060.85,1072.8,988.05,Proj2
2006-08-09,2060.28,1561.71,498.57,Proj3
2006-08-10,2071.74,1542.53,529.21,Proj6
2006-08-11,2057.71,1539.99,517.72,Proj2
2006-08-14,2069.04,1596.18,472.86,Proj6
2006-08-15,2115.01,1298.9,816.11,Proj2
2006-08-16,2149.54,1791.65,357.89,Proj6
2006-08-17,2157.61,1648.88,508.73,Proj1
2006-08-18,2163.95,1812.91,351.04,Proj6
2006-08-21,2147.75,1674.09,473.66,Proj3
2006-08-22,2580.024,2658.168,673.26,Proj5
2006-08-23,3628.9219999999996,3517.1749999999997,727.79,Proj9
2006-08-24,2137.11,1733.49,403.62,Proj3
2006-08-25,2140.29,2038.98,101.31,Proj2
2006-08-28,3673.1899999999996,4310.65,436.44,Proj9
2006-08-29,2606.76,3521.4840000000004,215.92,Proj5
2006-08-30,2185.73,1636.32,549.41,Proj4
2006-08-31,2183.75,1496.69,687.06,Proj8
2006-09-01,2193.16,1500.86,692.3,Proj6
2006-09-05,2205.7,1779.49,426.21,Proj4
2006-09-06,2167.84,1505.35,662.49,Proj3
2006-09-07,2155.29,1878.77,276.52,Proj8
2006-09-08,2598.948,2623.23,708.44,Proj5
2006-09-11,2173.25,1491.23,682.02,Proj6
2006-09-12,2658.984,2911.068,598.56,Proj5
2006-09-13,2227.67,1371.82,855.85,Proj1
2006-09-14,2674.476,2521.6020000000003,827.84,Proj5
2006-09-15,2235.59,1488.7,746.89,Proj3
2006-09-18,2235.75,1698.19,537.56,Proj7
2006-09-19,2222.37,1763.14,459.23,Proj3
2006-09-20,2703.468,2628.162,792.8,Proj5
2006-09-21,3804.1749999999997,4444.700000000001,459.87,Proj9
2006-09-22,2218.93,1719.16,499.77,Proj2
2006-09-25,2249.07,1558.42,690.65,Proj6
2006-09-26,2261.34,1600.21,661.13,Proj8
2006-09-27,2716.0679999999998,3533.4,300.39,Proj5
2006-09-28,2270.02,1484.41,785.61,Proj1
2006-09-29,2258.43,1684.81,573.62,Proj7
2006-10-02,2237.6,1946.75,290.85,Proj3
2006-10-03,2243.65,1566.05,677.6,Proj3
2006-10-04,2290.95,1985.31,305.64,Proj4
2006-10-05,2306.34,1627.43,678.91,Proj7
2006-10-06,3909.9829999999997,4401.650000000001,539.33,Proj9
2006-10-09,2311.77,1744.19,567.58,Proj3
2006-10-10,2778.5159999999996,3390.0299999999997,432.08,Proj5
2006-10-11,2308.27,2028.15,280.12,Proj8
2006-10-12,2346.18,1633.19,712.99,Proj3
2006-10-13,2357.29,1915.18,442.11,Proj4
2006-10-16,2363.84,1605.81,758.03,Proj3
2006-10-17,2813.9399999999996,3488.76,406.75,Proj5
2006-10-18,3973.155,5006.3,334.63,Proj9
2006-10-19,2340.94,1901.86,439.08,Proj4
2006-10-20,2810.76,3044.862,650.71,Proj5
2006-10-23,2355.56,2052.27,303.29,Proj1
2006-10-24,2344.84,1592.98,751.86,Proj8
2006-10-25,2356.59,1818.59,538.0,Proj3
2006-10-26,2854.9199999999996,3058.956,679.68,Proj5
2006-10-27,2350.62,2098.35,252.27,Proj6
2006-10-30,4018.4089999999997,4723.325,474.44,Proj9
2006-10-31,2366.71,1906.17,460.54,Proj8
2006-11-01,2334.35,1627.17,707.18,Proj7
2006-11-02,3967.834,3927.0249999999996,763.21,Proj9
2006-11-03,2330.79,1763.8,566.99,Proj8
2006-11-06,2839.14,3134.952,624.31,Proj5
2006-11-07,2375.88,1920.13,455.75,Proj2
2006-11-08,2384.94,1852.09,532.85,Proj3
2006-11-09,2376.01,1685.04,690.97,Proj7
2006-11-10,2389.72,1791.41,598.31,Proj4
2006-11-13,2406.38,1776.2,630.18,Proj3
2006-11-14,2430.66,1869.04,561.62,Proj6
2006-11-15,2442.75,2049.59,393.16,Proj8
2006-11-16,2449.06,1677.14,771.92,Proj8
2006-11-17,2445.86,1927.48,518.38,Proj4
2006-11-20,2452.72,1878.86,573.86,Proj8
2006-11-21,2454.84,1855.18,599.66,Proj1
2006-11-22,2959.176,3658.806,433.31,Proj5
2006-11-24,2460.26,1624.94,835.32,Proj8
2006-11-27,2405.92,1989.97,415.95,Proj3
2006-11-28,2412.61,1904.19,508.42,Proj3
2006-11-29,2432.23,1899.28,532.95,Proj3
2006-11-30,4134.009,4446.3,653.25,Proj9
2006-12-01,2413.21,1643.61,769.6,Proj2
2006-12-04,2938.0679999999998,3477.744,516.31,Proj5
2006-12-05,4169.046,4699.700000000001,572.5,Proj9
2006-12-06,2445.86,1611.48,834.38,Proj6
2006-12-07,2427.69,1894.18,533.51,Proj4
2006-12-08,4143.512,4934.25,463.66,Proj9
2006-12-11,2442.86,2170.18,272.68,Proj4
2006-12-12,2431.6,1603.04,828.57,Proj7
2006-12-13,2432.41,1905.24,527.17,Proj1
2006-12-14,2453.85,2003.48,450.37,Proj3
2006-12-15,2948.64,4098.150000000001,180.45,Proj5
2006-12-18,4140.469,3994.925,837.6,Proj9
2006-12-19,2429.55,2053.35,376.2,Proj8
2006-12-20,2913.132,3299.562,594.52,Proj5
2006-12-21,2415.85,1259.87,1155.98,Proj2
2006-12-22,2401.18,1545.34,855.84,Proj6
2006-12-26,2413.51,1926.72,486.79,Proj1
2006-12-27,2431.22,1755.04,676.18,Proj8
2006-12-28,2425.57,1757.29,668.28,Proj1
2006-12-29,2415.29,1549.6,865.69,Proj3
2007-01-03,2423.16,1741.67,681.49,Proj8
2007-01-04,2453.43,1733.49,719.94,Proj7
2007-01-05,2434.25,1906.97,527.28,Proj4
2007-01-08,2438.2,1832.08,606.12,Proj4
2007-01-09,2443.83,1989.09,454.74,Proj8
2007-01-10,4180.861,4693.05,582.11,Proj9
2007-01-11,4224.245,5270.775,376.54,Proj9
2007-01-12,2502.82,1793.98,708.84,Proj1
2007-01-16,2497.78,1548.24,949.54,Proj2
2007-01-17,2479.42,1707.63,771.79,Proj3
2007-01-18,2443.21,1693.07,750.14,Proj8
2007-01-19,4167.227,4606.325,608.78,Proj9
2007-01-22,2431.07,1542.61,888.46,Proj7
2007-01-23,2431.41,1654.15,777.26,Proj7
2007-01-24,4192.676,4247.875,767.13,Proj9
2007-01-25,2434.24,1823.64,610.6,Proj6
2007-01-26,2435.49,1857.78,577.71,Proj3
2007-01-29,2441.09,1693.44,747.65,Proj2
2007-01-30,2448.64,1575.69,872.95,Proj8
2007-01-31,2463.93,1412.57,1051.36,Proj1
2007-02-01,2468.38,1669.83,798.55,Proj2
2007-02-02,4208.996,4760.325000000001,571.75,Proj9
2007-02-05,2470.6,2018.36,452.24,Proj1
2007-02-06,2471.49,1935.68,535.81,Proj8
2007-02-07,2988.6,3610.332,484.76,Proj5
2007-02-08,2488.67,1838.09,650.58,Proj8
2007-02-09,2459.82,1931.42,528.4,Proj6
2007-02-12,2940.456,3809.4840000000004,334.0,Proj5
2007-02-13,2459.88,1916.3,543.58,Proj6
2007-02-14,2986.056,3105.486,763.11,Proj5
2007-02-15,2497.1,1994.6,502.5,Proj7
2007-02-16,2995.5719999999997,3654.7380000000003,465.9,Proj5
2007-02-20,2513.04,2154.79,358.25,Proj6
2007-02-21,2518.42,1856.11,662.31,Proj1
2007-02-22,2524.94,1658.82,866.12,Proj8
2007-02-23,3018.12,3148.092,766.16,Proj5
2007-02-26,2504.52,1796.91,707.61,Proj4
2007-02-27,2407.86,1596.74,811.12,Proj4
2007-02-28,4107.455,4970.275,428.04,Proj9
2007-03-01,2404.21,1893.42,510.79,Proj3
2007-03-02,2841.6,2907.072,752.96,Proj5
2007-03-05,2340.68,2159.74,180.94,Proj3
2007-03-06,2385.14,1790.37,594.77,Proj6
2007-03-07,2374.64,1942.62,432.02,Proj6
2007-03-08,2387.73,1880.0,507.73,Proj8
2007-03-09,4058.835,4917.5,420.55,Proj9
2007-03-12,2402.29,1585.22,817.07,Proj3
2007-03-13,2350.57,1364.08,986.49,Proj6
2007-03-14,2371.74,1887.61,484.13,Proj2
2007-03-15,2378.7,1730.33,648.37,Proj2
2007-03-16,4033.5219999999995,4148.85,713.12,Proj9
2007-03-19,2394.41,1521.02,873.39,Proj1
2007-03-20,2408.21,1787.98,620.23,Proj6
2007-03-21,2455.92,1699.08,756.84,Proj4
2007-03-22,4167.958,4927.6,480.7,Proj9
2007-03-23,2448.93,1724.33,724.6,Proj1
2007-03-26,2455.63,1657.19,798.44,Proj7
2007-03-27,2437.43,1891.45,545.98,Proj6
2007-03-28,2417.1,1921.43,495.67,Proj4
2007-03-29,2901.456,2430.018,1067.87,Proj5
2007-03-30,2421.64,1769.4,652.24,Proj1
2007-04-02,2422.26,1638.5,783.76,Proj8
2007-04-03,2450.33,1499.77,950.56,Proj8
2007-04-04,4179.773,4814.425,532.92,Proj9
2007-04-05,2471.34,1724.63,746.71,Proj8
2007-04-09,2469.18,1992.68,476.5,Proj3
2007-04-10,2477.61,1983.39,494.22,Proj6
2007-04-11,2459.31,1856.63,602.68,Proj4
2007-04-12,2480.32,1761.26,719.06,Proj4
2007-04-13,2491.94,2046.22,445.72,Proj3
2007-04-16,2518.33,1909.73,608.6,Proj4
2007-04-17,2516.95,1603.25,913.7,Proj7
2007-04-18,2510.5,1815.77,694.73,Proj8
2007-04-19,2505.35,2048.87,456.48,Proj2
2007-04-20,2526.39,1608.56,917.83,Proj4
2007-04-23,2523.67,1700.82,822.85,Proj3
2007-04-24,4291.718,4417.225,757.65,Proj9
2007-04-25,2547.89,1845.05,702.84,Proj4
2007-04-26,2554.46,2084.8,469.66,Proj6
2007-04-27,2557.21,2029.6,527.61,Proj3
2007-04-30,3030.108,3181.5,757.59,Proj5
2007-05-01,2531.53,2063.96,467.57,Proj7
2007-05-02,2557.84,1877.79,680.05,Proj7
2007-05-03,4361.282,4564.425,739.69,Proj9
2007-05-04,2572.15,1858.84,713.31,Proj1
2007-05-07,4370.615,4605.05,728.93,Proj9
2007-05-08,2571.75,1839.12,732.63,Proj8
2007-05-09,2576.34,1673.72,902.62,Proj3
2007-05-10,4307.357999999999,5349.0,394.14,Proj9
2007-05-11,2562.22,2361.9,200.32,Proj3
2007-05-14,2546.44,1797.74,748.7,Proj4
2007-05-15,2525.29,2005.3,519.99,Proj1
2007-05-16,2547.42,1791.8,755.62,Proj1
2007-05-17,2539.38,2323.2,216.18,Proj8
2007-05-18,2558.45,1513.68,1044.77,Proj1
2007-05-21,2578.79,1779.92,798.87,Proj6
2007-05-22,2588.02,2225.2,362.82,Proj1
2007-05-23,3092.46,3852.288,436.89,Proj5
2007-05-24,2537.92,1583.46,954.46,Proj4
2007-05-25,2557.19,1628.75,928.44,Proj3
2007-05-29,2572.06,1368.6,1203.46,Proj3
2007-05-30,2592.59,1815.5,777.09,Proj7
2007-05-31,2604.52,2189.15,415.37,Proj7
2007-06-01,4443.664,5120.25,565.82,Proj9
2007-06-04,3141.948,3121.308,884.23,Proj5
2007-06-05,2611.23,1970.24,640.99,Proj8
2007-06-06,2587.18,1781.6,805.58,Proj6
2007-06-07,2541.38,2127.16,414.22,Proj6
2007-06-08,2573.54,1648.34,925.2,Proj7
2007-06-11,2572.15,2122.92,449.23,Proj6
2007-06-12,3059.7239999999997,3784.194,447.44,Proj5
2007-06-13,2582.31,1843.57,738.74,Proj6
2007-06-14,2599.41,1644.01,955.4,Proj3
2007-06-15,4465.407,5597.65,387.65,Proj9
2007-06-18,2626.6,1743.02,883.58,Proj3
2007-06-19,2626.76,2034.35,592.41,Proj2
2007-06-20,2599.96,1925.27,674.69,Proj7
2007-06-21,2616.96,2414.98,201.98,Proj8
2007-06-22,3106.752,3428.514,684.23,Proj5
2007-06-25,2577.08,1809.88,767.2,Proj1
2007-06-26,2574.16,1892.42,681.74,Proj7
2007-06-27,2605.35,2281.76,323.59,Proj6
2007-06-28,2608.37,2036.71,571.66,Proj6
2007-06-29,2603.23,1797.81,805.42,Proj6
2007-07-02,2632.3,1645.87,986.43,Proj6
2007-07-03,4496.415,5534.299999999999,431.23,Proj9
2007-07-05,2656.65,2043.43,613.22,Proj8
2007-07-06,4533.067,4892.975,709.32,Proj9
2007-07-09,2670.02,2017.84,652.18,Proj8
2007-07-10,2639.16,1875.01,764.15,Proj4
2007-07-11,4508.043,5020.025,643.78,Proj9
2007-07-12,2701.73,1828.24,873.49,Proj2
2007-07-13,2707.0,2186.34,520.66,Proj6
2007-07-16,2697.33,1838.52,858.81,Proj1
2007-07-17,4610.893,4886.375,757.74,Proj9
2007-07-18,2699.49,2439.87,259.62,Proj1
2007-07-19,3264.048,3195.414,944.81,Proj5
2007-07-20,3225.12,3982.608,475.04,Proj5
2007-07-23,2690.58,2033.41,657.17,Proj8
2007-07-24,4487.762,5234.175,546.19,Proj9
2007-07-25,2648.17,2021.59,626.58,Proj4
2007-07-26,2599.34,1713.95,885.39,Proj6
2007-07-27,2562.24,2067.86,494.38,Proj4
2007-07-30,2583.28,2162.68,420.6,Proj4
2007-07-31,2546.27,2208.09,338.18,Proj4
2007-08-01,2553.87,2143.39,410.48,Proj1
2007-08-02,2575.98,1908.96,667.02,Proj6
2007-08-03,2511.25,1612.43,898.82,Proj1
2007-08-06,2547.33,1845.03,702.3,Proj6
2007-08-07,3073.9199999999996,3684.33,514.75,Proj5
2007-08-08,2612.98,1870.34,742.64,Proj2
2007-08-09,2556.49,1832.31,724.18,Proj1
2007-08-10,4326.313,4776.325,634.36,Proj9
2007-08-13,2542.24,1974.8,567.44,Proj3
2007-08-14,2499.12,1887.97,611.15,Proj3
2007-08-15,2458.83,1602.21,856.62,Proj1
2007-08-16,2451.07,2031.58,419.49,Proj2
2007-08-17,2505.03,2135.34,369.69,Proj3
2007-08-20,2508.59,2027.09,481.5,Proj1
2007-08-21,2521.3,1891.07,630.23,Proj2
2007-08-22,2552.8,1697.57,855.23,Proj1
2007-08-23,3050.0399999999995,2931.0840000000003,913.32,Proj5
2007-08-24,2576.69,1390.99,1185.7,Proj2
2007-08-27,2561.25,1570.45,990.8,Proj7
2007-08-28,2500.64,1624.52,876.12,Proj2
2007-08-29,4357.371999999999,3931.65,990.5,Proj9
2007-08-30,4361.01,4809.075000000001,641.67,Proj9
2007-08-31,3115.632,3689.622,546.57,Proj5
2007-09-04,2630.24,1868.79,761.45,Proj4
2007-09-05,2605.95,1544.9,1061.05,Proj7
2007-09-06,2614.32,1914.47,699.85,Proj2
2007-09-07,2565.7,1954.5,611.2,Proj2
2007-09-10,2559.11,1939.99,619.12,Proj1
2007-09-11,2597.47,2099.93,497.54,Proj8
2007-09-12,4406.519,4528.9,780.51,Proj9
2007-09-13,2601.06,1739.84,861.22,Proj7
2007-09-14,2602.18,2098.66,503.52,Proj8
2007-09-17,2581.66,1766.6,815.06,Proj4
2007-09-18,3181.9919999999997,3435.21,743.21,Proj5
2007-09-19,3199.776,4092.534,392.85,Proj5
2007-09-20,2654.29,2323.58,330.71,Proj1
2007-09-21,2671.22,2083.03,588.19,Proj7
2007-09-24,2667.95,2115.05,552.9,Proj4
2007-09-25,2683.45,2419.9,263.55,Proj4
2007-09-26,2699.03,1945.13,753.9,Proj3
2007-09-27,2709.59,1827.59,882.0,Proj1
2007-09-28,2701.5,1929.85,771.65,Proj7
2007-10-01,4659.682999999999,5034.875,727.04,Proj9
2007-10-02,2747.11,2002.29,744.82,Proj2
2007-10-03,2729.43,2017.24,712.19,Proj4
2007-10-04,2733.57,1989.29,744.28,Proj8
2007-10-05,2780.32,2221.49,558.83,Proj6
2007-10-08,2787.37,1833.65,953.72,Proj1
2007-10-09,4766.647,4644.275,946.2,Proj9
2007-10-10,4779.737,5158.150000000001,748.35,Proj9
2007-10-11,2772.2,1950.16,822.04,Proj1
2007-10-12,2805.68,2254.33,551.35,Proj8
2007-10-15,2780.05,1911.85,868.2,Proj3
2007-10-16,2763.91,1922.92,840.99,Proj2
2007-10-17,2792.67,1939.9,852.77,Proj4
2007-10-18,2799.31,2135.59,663.72,Proj6
2007-10-19,2725.16,1898.95,826.21,Proj6
2007-10-22,2753.93,2073.44,680.49,Proj4
2007-10-23,2799.26,1798.22,1001.04,Proj1
2007-10-24,3329.712,4697.694,164.93,Proj5
2007-10-25,2750.86,1928.61,822.25,Proj2
2007-10-26,4767.123,5190.349999999999,728.05,Proj9
2007-10-29,2817.44,2099.56,717.88,Proj3
2007-10-30,2816.71,2112.12,704.59,Proj7
2007-10-31,2859.12,2231.74,627.38,Proj8
