date,cost_of_sales,selling_price,net_profit,project_name,project_category,project_status
2006-03-13,1715.16,2267.03,551.87,Proj4,Category2,In - Progress
2006-03-14,4705.2,3903.03,413.82,Proj9,Category3,Completed
2006-03-15,3850.5,3930.128,771.64,Proj9,Category3,Completed
2006-03-16,1501.1,2299.56,798.46,Proj1,Category1,In - Progress
2006-03-17,4013.4249999999997,3921.016,701.11,Proj9,Category3,Completed
2006-03-20,1617.06,2314.11,697.05,Proj4,Category2,In - Progress
2006-03-21,3032.244,2753.076,609.65,Proj5,Category2,On - hold
2006-03-22,1651.82,2303.35,651.53,Proj4,Category2,In - Progress
2006-03-23,1520.41,2300.15,779.74,Proj3,Category1,In - Progress
2006-03-24,1901.88,2312.82,410.94,Proj7,Category3,On - hold
2006-03-27,1770.95,2315.58,544.63,Proj7,Category3,On - hold
2006-03-28,1729.59,2304.46,574.87,Proj7,Category3,On - hold
2006-03-29,3348.018,2805.3360000000002,477.77,Proj5,Category2,On - hold
2006-03-30,1766.37,2340.82,574.45,Proj3,Category1,In - Progress
2006-03-31,1887.12,2339.79,452.67,Proj7,Category3,On - hold
2006-04-03,1986.19,2336.74,350.55,Proj4,Category2,In - Progress
2006-04-04,1944.68,2345.36,400.68,Proj6,Category2,On - hold
2006-04-05,1685.01,2359.75,674.74,Proj3,Category1,In - Progress
2006-04-06,1667.26,2361.17,693.91,Proj7,Category3,On - hold
2006-04-07,1666.33,2339.02,672.69,Proj1,Category1,In - Progress
2006-04-10,3186.288,2799.924,563.11,Proj5,Category2,On - hold
2006-04-11,4441.5,3927.595,533.75,Proj9,Category3,Completed
2006-04-12,1754.0,2314.68,560.68,Proj4,Category2,In - Progress
2006-04-13,1782.83,2326.11,543.28,Proj8,Category3,Completed
2006-04-17,1680.68,2311.16,630.48,Proj7,Category3,On - hold
2006-04-18,4606.85,4005.4379999999996,513.4,Proj9,Category3,Completed
2006-04-19,4676.25,4030.496,500.38,Proj9,Category3,Completed
2006-04-20,2906.766,2835.06,747.68,Proj5,Category2,On - hold
2006-04-21,1656.35,2342.86,686.51,Proj3,Category1,In - Progress
2006-04-24,1836.36,2333.38,497.02,Proj7,Category3,On - hold
2006-04-25,1964.23,2330.3,366.07,Proj2,Category1,In - Progress
2006-04-26,3073.212,2800.356,626.29,Proj5,Category2,On - hold
2006-04-27,1869.2,2344.95,475.75,Proj1,Category1,In - Progress
2006-04-28,4306.875,3948.369,599.82,Proj9,Category3,Completed
2006-05-01,1803.46,2304.79,501.33,Proj2,Category1,In - Progress
2006-05-02,3154.842,2771.808,557.15,Proj5,Category2,On - hold
2006-05-03,1681.24,2303.97,622.73,Proj6,Category2,On - hold
2006-05-04,4252.724999999999,3950.63,622.81,Proj9,Category3,Completed
2006-05-05,1630.5,2342.57,712.07,Proj8,Category3,Completed
2006-05-08,1731.09,2344.99,613.9,Proj6,Category2,On - hold
2006-05-09,4285.35,3975.025,624.11,Proj9,Category3,Completed
2006-05-10,1869.99,2320.74,450.75,Proj3,Category1,In - Progress
2006-05-11,1727.87,2272.7,544.83,Proj4,Category2,In - Progress
2006-05-12,1777.39,2243.78,466.39,Proj1,Category1,In - Progress
2006-05-15,1564.51,2238.52,674.01,Proj4,Category2,In - Progress
2006-05-16,1794.57,2229.13,434.56,Proj4,Category2,In - Progress
2006-05-17,4029.75,3732.86,583.9,Proj9,Category3,Completed
2006-05-18,1805.89,2180.32,374.43,Proj8,Category3,Completed
2006-05-19,2947.59,2632.656,556.33,Proj5,Category2,On - hold
2006-05-22,1515.37,2172.86,657.49,Proj4,Category2,In - Progress
2006-05-23,4163.3,3669.8920000000003,493.44,Proj9,Category3,Completed
2006-05-24,1727.08,2169.17,442.09,Proj7,Category3,On - hold
2006-05-25,1475.28,2198.24,722.96,Proj8,Category3,Completed
2006-05-26,1568.45,2210.37,641.92,Proj1,Category1,In - Progress
2006-05-30,1551.21,2164.74,613.53,Proj1,Category1,In - Progress
2006-05-31,3904.8500000000004,3704.096,616.94,Proj9,Category3,Completed
2006-06-01,2966.832,2663.832,571.62,Proj5,Category2,On - hold
2006-06-02,1458.87,2219.41,760.54,Proj7,Category3,On - hold
2006-06-05,1673.94,2169.62,495.68,Proj6,Category2,On - hold
2006-06-06,3939.2000000000003,3676.726,587.1,Proj9,Category3,Completed
2006-06-07,1667.87,2151.8,483.93,Proj1,Category1,In - Progress
2006-06-08,3250.71,2574.384,339.37,Proj5,Category2,On - hold
2006-06-09,1652.5,2135.06,482.56,Proj8,Category3,Completed
2006-06-12,1535.51,2091.32,555.81,Proj6,Category2,On - hold
2006-06-13,2516.616,2486.9639999999995,674.35,Proj5,Category2,On - hold
2006-06-14,3690.525,3546.2,609.79,Proj9,Category3,Completed
2006-06-15,3974.8,3645.055,554.23,Proj9,Category3,Completed
2006-06-16,2649.168,2555.9399999999996,658.19,Proj5,Category2,On - hold
2006-06-19,1527.02,2110.42,583.4,Proj6,Category2,On - hold
2006-06-20,1538.96,2107.06,568.1,Proj8,Category3,Completed
2006-06-21,2856.294,2569.4399999999996,554.37,Proj5,Category2,On - hold
2006-06-22,1581.43,2122.98,541.55,Proj2,Category1,In - Progress
2006-06-23,1603.89,2121.47,517.58,Proj4,Category2,In - Progress
2006-06-26,1681.83,2133.67,451.84,Proj8,Category3,Completed
2006-06-27,1711.02,2100.25,389.23,Proj8,Category3,Completed
2006-06-28,4219.150000000001,3590.128,424.18,Proj9,Category3,Completed
2006-06-29,1626.48,2174.38,547.9,Proj8,Category3,Completed
2006-06-30,1515.95,2172.09,656.14,Proj1,Category1,In - Progress
2006-07-03,1579.31,2190.43,611.12,Proj1,Category1,In - Progress
2006-07-05,1646.86,2153.34,506.48,Proj4,Category2,In - Progress
2006-07-06,1721.78,2155.09,433.31,Proj6,Category2,On - hold
2006-07-07,1426.15,2130.06,703.91,Proj1,Category1,In - Progress
2006-07-10,1505.51,2116.93,611.42,Proj7,Category3,On - hold
2006-07-11,1669.37,2128.86,459.49,Proj2,Category1,In - Progress
2006-07-12,1608.12,2090.24,482.12,Proj7,Category3,On - hold
2006-07-13,1582.03,2054.11,472.08,Proj4,Category2,In - Progress
2006-07-14,1491.96,2037.35,545.39,Proj2,Category1,In - Progress
2006-07-17,2579.742,2445.264,604.53,Proj5,Category2,On - hold
2006-07-18,3425.125,3473.474,673.17,Proj9,Category3,Completed
2006-07-19,3570.7749999999996,3537.207,652.4,Proj9,Category3,Completed
2006-07-20,3713.2999999999997,3467.014,554.1,Proj9,Category3,Completed
2006-07-21,1396.76,2020.39,623.63,Proj8,Category3,Completed
2006-07-24,1616.64,2061.84,445.2,Proj1,Category1,In - Progress
2006-07-25,2407.986,2488.68,736.13,Proj5,Category2,On - hold
2006-07-26,1389.03,2070.46,681.43,Proj1,Category1,In - Progress
2006-07-27,1502.95,2054.47,551.52,Proj8,Category3,Completed
2006-07-28,1517.54,2094.14,576.6,Proj7,Category3,On - hold
2006-07-31,4208.325,3555.4989999999993,408.14,Proj9,Category3,Completed
2006-08-01,1708.89,2061.99,353.1,Proj8,Category3,Completed
2006-08-02,2882.268,2494.5719999999997,477.55,Proj5,Category2,On - hold
2006-08-03,2471.7780000000002,2510.808,719.13,Proj5,Category2,On - hold
2006-08-04,1484.77,2085.05,600.28,Proj4,Category2,In - Progress
2006-08-07,4226.375,3523.25,381.95,Proj9,Category3,Completed
2006-08-08,1561.81,2060.85,499.04,Proj8,Category3,Completed
2006-08-09,1495.93,2060.28,564.35,Proj8,Category3,Completed
2006-08-10,2988.54,2486.0879999999997,411.44,Proj5,Category2,On - hold
2006-08-11,1607.58,2057.71,450.13,Proj3,Category1,In - Progress
2006-08-14,1626.2,2069.04,442.84,Proj8,Category3,Completed
2006-08-15,1524.41,2115.01,590.6,Proj1,Category1,In - Progress
2006-08-16,1571.57,2149.54,577.97,Proj1,Category1,In - Progress
2006-08-17,1603.85,2157.61,553.76,Proj1,Category1,In - Progress
2006-08-18,1614.23,2163.95,549.72,Proj3,Category1,In - Progress
2006-08-21,1519.91,2147.75,627.84,Proj6,Category2,On - hold
2006-08-22,4012.55,3655.0339999999997,545.0,Proj9,Category3,Completed
2006-08-23,1504.78,2134.66,629.88,Proj1,Category1,In - Progress
2006-08-24,1691.9,2137.11,445.21,Proj8,Category3,Completed
2006-08-25,1680.51,2140.29,459.78,Proj4,Category2,In - Progress
2006-08-28,3651.35,3673.1899999999996,700.16,Proj9,Category3,Completed
2006-08-29,1675.12,2172.3,497.18,Proj4,Category2,In - Progress
2006-08-30,1643.46,2185.73,542.27,Proj4,Category2,In - Progress
2006-08-31,1576.22,2183.75,607.53,Proj4,Category2,In - Progress
2006-09-01,1717.83,2193.16,475.33,Proj1,Category1,In - Progress
2006-09-05,1654.53,2205.7,551.17,Proj1,Category1,In - Progress
2006-09-06,1579.33,2167.84,588.51,Proj7,Category3,On - hold
2006-09-07,1590.9,2155.29,564.39,Proj7,Category3,On - hold
2006-09-08,3767.75,3681.843,658.69,Proj9,Category3,Completed
2006-09-11,1659.02,2173.25,514.23,Proj8,Category3,Completed
2006-09-12,1649.35,2215.82,566.47,Proj3,Category1,In - Progress
2006-09-13,1602.56,2227.67,625.11,Proj6,Category2,On - hold
2006-09-14,1659.08,2228.73,569.65,Proj3,Category1,In - Progress
2006-09-15,1563.56,2235.59,672.03,Proj1,Category1,In - Progress
2006-09-18,1782.42,2235.75,453.33,Proj6,Category2,On - hold
2006-09-19,1552.44,2222.37,669.93,Proj1,Category1,In - Progress
2006-09-20,1723.0,2252.89,529.89,Proj2,Category1,In - Progress
2006-09-21,1670.43,2237.75,567.32,Proj8,Category3,Completed
2006-09-22,1654.55,2218.93,564.38,Proj3,Category1,In - Progress
2006-09-25,1742.32,2249.07,506.75,Proj2,Category1,In - Progress
2006-09-26,1631.62,2261.34,629.72,Proj2,Category1,In - Progress
2006-09-27,1606.3,2263.39,657.09,Proj2,Category1,In - Progress
2006-09-28,1680.32,2270.02,589.7,Proj4,Category2,In - Progress
2006-09-29,1633.78,2258.43,624.65,Proj2,Category1,In - Progress
2006-10-02,3096.396,2685.12,517.38,Proj5,Category2,On - hold
2006-10-03,1837.34,2243.65,406.31,Proj1,Category1,In - Progress
2006-10-04,1654.7,2290.95,636.25,Proj4,Category2,In - Progress
2006-10-05,1855.8,2306.34,450.54,Proj2,Category1,In - Progress
2006-10-06,1606.69,2299.99,693.3,Proj4,Category2,In - Progress
2006-10-09,1777.63,2311.77,534.14,Proj3,Category1,In - Progress
2006-10-10,1649.59,2315.43,665.84,Proj1,Category1,In - Progress
2006-10-11,1829.61,2308.27,478.66,Proj2,Category1,In - Progress
2006-10-12,1774.58,2346.18,571.6,Proj2,Category1,In - Progress
2006-10-13,1752.99,2357.29,604.3,Proj4,Category2,In - Progress
2006-10-16,1771.41,2363.84,592.43,Proj8,Category3,Completed
2006-10-17,1719.01,2344.95,625.94,Proj7,Category3,On - hold
2006-10-18,1882.34,2337.15,454.81,Proj2,Category1,In - Progress
2006-10-19,1801.56,2340.94,539.38,Proj2,Category1,In - Progress
2006-10-20,1856.51,2342.3,485.79,Proj4,Category2,In - Progress
2006-10-23,1715.4,2355.56,640.16,Proj2,Category1,In - Progress
2006-10-24,1651.25,2344.84,693.59,Proj2,Category1,In - Progress
2006-10-25,1699.95,2356.59,656.64,Proj4,Category2,In - Progress
2006-10-26,1805.33,2379.1,573.77,Proj4,Category2,In - Progress
2006-10-27,1794.53,2350.62,556.09,Proj4,Category2,In - Progress
2006-10-30,1812.43,2363.77,551.34,Proj1,Category1,In - Progress
2006-10-31,1945.97,2366.71,420.74,Proj3,Category1,In - Progress
2006-11-01,1574.61,2334.35,759.74,Proj3,Category1,In - Progress
2006-11-02,1795.91,2334.02,538.11,Proj1,Category1,In - Progress
2006-11-03,2968.254,2796.948,681.76,Proj5,Category2,On - hold
2006-11-06,1757.24,2365.95,608.71,Proj7,Category3,On - hold
2006-11-07,1700.74,2375.88,675.14,Proj7,Category3,On - hold
2006-11-08,4554.599999999999,4054.398,563.1,Proj9,Category3,Completed
2006-11-09,1967.28,2376.01,408.73,Proj8,Category3,Completed
2006-11-10,3185.3880000000004,2867.6639999999998,620.06,Proj5,Category2,On - hold
2006-11-13,1741.71,2406.38,664.67,Proj6,Category2,On - hold
2006-11-14,1825.8,2430.66,604.86,Proj1,Category1,In - Progress
2006-11-15,1841.8,2442.75,600.95,Proj6,Category2,On - hold
2006-11-16,1863.06,2449.06,586.0,Proj2,Category1,In - Progress
2006-11-17,1769.88,2445.86,675.98,Proj6,Category2,On - hold
2006-11-20,1759.56,2452.72,693.16,Proj3,Category1,In - Progress
2006-11-21,1822.08,2454.84,632.76,Proj7,Category3,On - hold
2006-11-22,1880.67,2465.98,585.31,Proj1,Category1,In - Progress
2006-11-24,1894.24,2460.26,566.02,Proj4,Category2,In - Progress
2006-11-27,1749.58,2405.92,656.34,Proj2,Category1,In - Progress
2006-11-28,1728.27,2412.61,684.34,Proj8,Category3,Completed
2006-11-29,1944.36,2432.23,487.87,Proj2,Category1,In - Progress
2006-11-30,1803.36,2431.77,628.41,Proj2,Category1,In - Progress
2006-12-01,1918.8,2413.21,494.41,Proj6,Category2,On - hold
2006-12-04,1824.52,2448.39,623.87,Proj8,Category3,Completed
2006-12-05,1769.23,2452.38,683.15,Proj7,Category3,On - hold
2006-12-06,1841.14,2445.86,604.72,Proj3,Category1,In - Progress
2006-12-07,1883.06,2427.69,544.63,Proj7,Category3,On - hold
2006-12-08,1963.38,2437.36,473.98,Proj4,Category2,In - Progress
2006-12-11,1786.06,2442.86,656.8,Proj1,Category1,In - Progress
2006-12-12,1744.33,2431.6,687.27,Proj8,Category3,Completed
2006-12-13,1929.62,2432.41,502.79,Proj3,Category1,In - Progress
2006-12-14,1971.85,2453.85,482.0,Proj7,Category3,On - hold
2006-12-15,1847.5,2457.2,609.7,Proj7,Category3,On - hold
2006-12-18,1918.44,2435.57,517.13,Proj6,Category2,On - hold
2006-12-19,3230.856,2915.46,634.63,Proj5,Category2,On - hold
2006-12-20,4666.6,4126.937,560.97,Proj9,Category3,Completed
2006-12-21,1795.7,2415.85,620.15,Proj6,Category2,On - hold
2006-12-22,1681.89,2401.18,719.29,Proj6,Category2,On - hold
2006-12-26,1961.88,2413.51,451.63,Proj2,Category1,In - Progress
2006-12-27,1810.61,2431.22,620.61,Proj2,Category1,In - Progress
2006-12-28,4771.35,4123.469,517.03,Proj9,Category3,Completed
2006-12-29,1927.36,2415.29,487.93,Proj6,Category2,On - hold
2007-01-03,1684.92,2423.16,738.24,Proj1,Category1,In - Progress
2007-01-04,1708.51,2453.43,744.92,Proj8,Category3,Completed
2007-01-05,1848.45,2434.25,585.8,Proj6,Category2,On - hold
2007-01-08,1806.64,2438.2,631.56,Proj2,Category1,In - Progress
2007-01-09,1839.29,2443.83,604.54,Proj1,Category1,In - Progress
2007-01-10,1807.79,2459.33,651.54,Proj6,Category2,On - hold
2007-01-11,3225.096,2981.8199999999997,693.13,Proj5,Category2,On - hold
2007-01-12,4358.75,4254.794,759.32,Proj9,Category3,Completed
2007-01-16,1718.54,2497.78,779.24,Proj7,Category3,On - hold
2007-01-17,1846.86,2479.42,632.56,Proj6,Category2,On - hold
2007-01-18,1772.23,2443.21,670.98,Proj8,Category3,Completed
2007-01-19,1550.96,2451.31,900.35,Proj1,Category1,In - Progress
2007-01-22,1902.69,2431.07,528.38,Proj6,Category2,On - hold
2007-01-23,1888.81,2431.41,542.6,Proj7,Category3,On - hold
2007-01-24,1879.94,2466.28,586.34,Proj4,Category2,In - Progress
2007-01-25,1791.44,2434.24,642.8,Proj2,Category1,In - Progress
2007-01-26,1860.93,2435.49,574.56,Proj1,Category1,In - Progress
2007-01-29,1827.25,2441.09,613.84,Proj7,Category3,On - hold
2007-01-30,2036.35,2448.64,412.29,Proj2,Category1,In - Progress
2007-01-31,5132.799999999999,4188.681,410.81,Proj9,Category3,Completed
2007-02-01,1931.27,2468.38,537.11,Proj4,Category2,In - Progress
2007-02-02,1907.89,2475.88,567.99,Proj8,Category3,Completed
2007-02-05,3503.1780000000003,2964.72,524.39,Proj5,Category2,On - hold
2007-02-06,3250.6200000000003,2965.7879999999996,665.59,Proj5,Category2,On - hold
2007-02-07,1782.93,2490.5,707.57,Proj8,Category3,Completed
2007-02-08,1879.39,2488.67,609.28,Proj8,Category3,Completed
2007-02-09,1687.25,2459.82,772.57,Proj6,Category2,On - hold
2007-02-12,1932.62,2450.38,517.76,Proj8,Category3,Completed
2007-02-13,2092.42,2459.88,367.46,Proj2,Category1,In - Progress
2007-02-14,1839.71,2488.38,648.67,Proj3,Category1,In - Progress
2007-02-15,1955.33,2497.1,541.77,Proj3,Category1,In - Progress
2007-02-16,3177.504,2995.5719999999997,731.03,Proj5,Category2,On - hold
2007-02-20,1752.21,2513.04,760.83,Proj4,Category2,In - Progress
2007-02-21,1967.15,2518.42,551.27,Proj2,Category1,In - Progress
2007-02-22,3389.6340000000005,3029.928,641.81,Proj5,Category2,On - hold
2007-02-23,1903.12,2515.1,611.98,Proj4,Category2,In - Progress
2007-02-26,1855.24,2504.52,649.28,Proj3,Category1,In - Progress
2007-02-27,1802.95,2407.86,604.91,Proj1,Category1,In - Progress
2007-02-28,1916.09,2416.15,500.06,Proj8,Category3,Completed
2007-03-01,1702.96,2404.21,701.25,Proj4,Category2,In - Progress
2007-03-02,1620.72,2368.0,747.28,Proj4,Category2,In - Progress
2007-03-05,1684.64,2340.68,656.04,Proj2,Category1,In - Progress
2007-03-06,1890.65,2385.14,494.49,Proj2,Category1,In - Progress
2007-03-07,1742.96,2374.64,631.68,Proj1,Category1,In - Progress
2007-03-08,1811.59,2387.73,576.14,Proj4,Category2,In - Progress
2007-03-09,1737.64,2387.55,649.91,Proj8,Category3,Completed
2007-03-12,2007.06,2402.29,395.23,Proj3,Category1,In - Progress
2007-03-13,1698.86,2350.57,651.71,Proj6,Category2,On - hold
2007-03-14,1644.82,2371.74,726.92,Proj6,Category2,On - hold
2007-03-15,1899.62,2378.7,479.08,Proj4,Category2,In - Progress
2007-03-16,1605.64,2372.66,767.02,Proj6,Category2,On - hold
2007-03-19,1882.92,2394.41,511.49,Proj3,Category1,In - Progress
2007-03-20,2032.85,2408.21,375.36,Proj4,Category2,In - Progress
2007-03-21,1667.77,2455.92,788.15,Proj7,Category3,On - hold
2007-03-22,1764.47,2451.74,687.27,Proj8,Category3,Completed
2007-03-23,1897.08,2448.93,551.85,Proj4,Category2,In - Progress
2007-03-26,1810.06,2455.63,645.57,Proj4,Category2,In - Progress
2007-03-27,1893.75,2437.43,543.68,Proj7,Category3,On - hold
2007-03-28,1997.54,2417.1,419.56,Proj8,Category3,Completed
2007-03-29,1672.0,2417.88,745.88,Proj3,Category1,In - Progress
2007-03-30,4533.025,4116.788,608.43,Proj9,Category3,Completed
2007-04-02,4386.875,4117.842000000001,667.51,Proj9,Category3,Completed
2007-04-03,1695.29,2450.33,755.04,Proj4,Category2,In - Progress
2007-04-04,1640.37,2458.69,818.32,Proj2,Category1,In - Progress
2007-04-05,1604.82,2471.34,866.52,Proj6,Category2,On - hold
2007-04-09,3285.396,2963.0159999999996,643.96,Proj5,Category2,On - hold
2007-04-10,1903.92,2477.61,573.7,Proj8,Category3,Completed
2007-04-11,1930.95,2459.31,528.36,Proj7,Category3,On - hold
2007-04-12,1825.02,2480.32,655.3,Proj2,Category1,In - Progress
2007-04-13,1988.65,2491.94,503.29,Proj4,Category2,In - Progress
2007-04-16,1969.8,2518.33,548.53,Proj1,Category1,In - Progress
2007-04-17,1749.5,2516.95,767.45,Proj1,Category1,In - Progress
2007-04-18,1761.0,2510.5,749.5,Proj1,Category1,In - Progress
2007-04-19,1784.48,2505.35,720.87,Proj8,Category3,Completed
2007-04-20,4522.875,4294.862999999999,717.24,Proj9,Category3,Completed
2007-04-23,1950.67,2523.67,573.0,Proj8,Category3,Completed
2007-04-24,1869.14,2524.54,655.4,Proj1,Category1,In - Progress
2007-04-25,1806.38,2547.89,741.51,Proj1,Category1,In - Progress
2007-04-26,1727.14,2554.46,827.32,Proj2,Category1,In - Progress
2007-04-27,2159.02,2557.21,398.19,Proj3,Category1,In - Progress
2007-04-30,1798.42,2525.09,726.67,Proj3,Category1,In - Progress
2007-05-01,1839.83,2531.53,691.7,Proj3,Category1,In - Progress
2007-05-02,5190.974999999999,4348.328,481.45,Proj9,Category3,Completed
2007-05-03,2005.92,2565.46,559.54,Proj1,Category1,In - Progress
2007-05-04,5308.375,4372.655,448.8,Proj9,Category3,Completed
2007-05-07,1927.71,2570.95,643.24,Proj1,Category1,In - Progress
2007-05-08,1990.56,2571.75,581.19,Proj8,Category3,Completed
2007-05-09,4669.125,4379.778,708.69,Proj9,Category3,Completed
2007-05-10,2089.18,2533.74,444.56,Proj4,Category2,In - Progress
2007-05-11,2087.68,2562.22,474.54,Proj7,Category3,On - hold
2007-05-14,3280.878,3055.728,723.73,Proj5,Category2,On - hold
2007-05-15,1994.97,2525.29,530.32,Proj6,Category2,On - hold
2007-05-16,1843.8,2547.42,703.62,Proj2,Category1,In - Progress
2007-05-17,1733.9,2539.38,805.48,Proj2,Category1,In - Progress
2007-05-18,1862.63,2558.45,695.82,Proj7,Category3,On - hold
2007-05-21,2075.38,2578.79,503.41,Proj8,Category3,Completed
2007-05-22,1879.85,2588.02,708.17,Proj7,Category3,On - hold
2007-05-23,1936.84,2577.05,640.21,Proj8,Category3,Completed
2007-05-24,3409.038,3045.504,644.01,Proj5,Category2,On - hold
2007-05-25,1918.06,2557.19,639.13,Proj1,Category1,In - Progress
2007-05-29,1772.76,2572.06,799.3,Proj4,Category2,In - Progress
2007-05-30,1817.5,2592.59,775.09,Proj1,Category1,In - Progress
2007-05-31,1928.59,2604.52,675.93,Proj3,Category1,In - Progress
2007-06-01,5405.5,4443.664,451.72,Proj9,Category3,Completed
2007-06-04,1894.19,2618.29,724.1,Proj7,Category3,On - hold
2007-06-05,1900.93,2611.23,710.3,Proj8,Category3,Completed
2007-06-06,1887.86,2587.18,699.32,Proj1,Category1,In - Progress
2007-06-07,1966.09,2541.38,575.29,Proj3,Category1,In - Progress
2007-06-08,2003.91,2573.54,569.63,Proj7,Category3,On - hold
2007-06-11,1784.97,2572.15,787.18,Proj4,Category2,In - Progress
2007-06-12,1935.09,2549.77,614.68,Proj3,Category1,In - Progress
2007-06-13,2035.69,2582.31,546.62,Proj1,Category1,In - Progress
2007-06-14,1987.59,2599.41,611.82,Proj1,Category1,In - Progress
2007-06-15,1982.72,2626.71,643.99,Proj6,Category2,On - hold
2007-06-18,5083.2,4465.219999999999,593.32,Proj9,Category3,Completed
2007-06-19,1969.13,2626.76,657.63,Proj8,Category3,Completed
2007-06-20,1858.24,2599.96,741.72,Proj4,Category2,In - Progress
2007-06-21,1896.1,2616.96,720.86,Proj3,Category1,In - Progress
2007-06-22,2021.82,2588.96,567.14,Proj2,Category1,In - Progress
2007-06-25,1958.88,2577.08,618.2,Proj2,Category1,In - Progress
2007-06-26,1790.28,2574.16,783.88,Proj3,Category1,In - Progress
2007-06-27,1896.0,2605.35,709.35,Proj4,Category2,In - Progress
2007-06-28,2068.04,2608.37,540.33,Proj8,Category3,Completed
2007-06-29,1905.59,2603.23,697.64,Proj7,Category3,On - hold
2007-07-02,3628.1340000000005,3158.76,616.67,Proj5,Category2,On - hold
2007-07-03,1911.84,2644.95,733.11,Proj4,Category2,In - Progress
2007-07-05,2171.64,2656.65,485.01,Proj1,Category1,In - Progress
2007-07-06,2167.89,2666.51,498.62,Proj4,Category2,In - Progress
2007-07-09,1880.42,2670.02,789.6,Proj3,Category1,In - Progress
2007-07-10,1944.81,2639.16,694.35,Proj4,Category2,In - Progress
2007-07-11,1895.17,2651.79,756.62,Proj2,Category1,In - Progress
2007-07-12,2136.06,2701.73,565.67,Proj1,Category1,In - Progress
2007-07-13,2063.38,2707.0,643.62,Proj7,Category3,On - hold
2007-07-16,1896.36,2697.33,800.97,Proj8,Category3,Completed
2007-07-17,2131.95,2712.29,580.34,Proj4,Category2,In - Progress
2007-07-18,2170.48,2699.49,529.01,Proj6,Category2,On - hold
2007-07-19,5129.55,4624.068,668.22,Proj9,Category3,Completed
2007-07-20,2018.06,2687.6,669.54,Proj3,Category1,In - Progress
2007-07-23,5189.15,4573.986,614.92,Proj9,Category3,Completed
2007-07-24,1998.59,2639.86,641.27,Proj6,Category2,On - hold
2007-07-25,1973.44,2648.17,674.73,Proj6,Category2,On - hold
2007-07-26,1871.66,2599.34,727.69,Proj8,Category3,Completed
2007-07-27,1797.2,2562.24,765.04,Proj1,Category1,In - Progress
2007-07-30,4964.0,4391.576,597.68,Proj9,Category3,Completed
2007-07-31,1822.55,2546.27,723.72,Proj8,Category3,Completed
2007-08-01,1984.21,2553.87,569.66,Proj1,Category1,In - Progress
2007-08-02,2022.03,2575.98,553.95,Proj2,Category1,In - Progress
2007-08-03,1841.93,2511.25,669.32,Proj8,Category3,Completed
2007-08-06,1870.38,2547.33,676.95,Proj8,Category3,Completed
2007-08-07,1959.36,2561.6,602.24,Proj8,Category3,Completed
2007-08-08,5087.900000000001,4442.066,577.82,Proj9,Category3,Completed
2007-08-09,1867.36,2556.49,689.13,Proj4,Category2,In - Progress
2007-08-10,1872.3,2544.89,672.59,Proj4,Category2,In - Progress
2007-08-13,1898.4,2542.24,643.84,Proj2,Category1,In - Progress
2007-08-14,3459.978,2998.944,576.91,Proj5,Category2,On - hold
2007-08-15,1656.39,2458.83,802.44,Proj2,Category1,In - Progress
2007-08-16,1889.56,2451.07,561.51,Proj2,Category1,In - Progress
2007-08-17,1850.0,2505.03,655.03,Proj6,Category2,On - hold
2007-08-20,1751.09,2508.59,757.5,Proj7,Category3,On - hold
2007-08-21,1812.64,2521.3,708.66,Proj1,Category1,In - Progress
2007-08-22,1728.94,2552.8,823.86,Proj7,Category3,On - hold
2007-08-23,4874.475,4320.889999999999,591.91,Proj9,Category3,Completed
2007-08-24,2058.89,2576.69,517.8,Proj3,Category1,In - Progress
2007-08-27,1973.13,2561.25,588.12,Proj2,Category1,In - Progress
2007-08-28,1960.62,2500.64,540.02,Proj7,Category3,On - hold
2007-08-29,4694.25,4357.371999999999,685.46,Proj9,Category3,Completed
2007-08-30,2150.76,2565.3,414.54,Proj2,Category1,In - Progress
2007-08-31,1922.92,2596.36,673.44,Proj1,Category1,In - Progress
2007-09-04,5065.45,4471.407999999999,604.06,Proj9,Category3,Completed
2007-09-05,3348.612,3127.14,745.61,Proj5,Category2,On - hold
2007-09-06,3590.3340000000003,3137.184,619.69,Proj5,Category2,On - hold
2007-09-07,1902.72,2565.7,662.98,Proj2,Category1,In - Progress
2007-09-10,1916.86,2559.11,642.25,Proj3,Category1,In - Progress
2007-09-11,1937.4,2597.47,660.07,Proj3,Category1,In - Progress
2007-09-12,3329.316,3110.484,742.45,Proj5,Category2,On - hold
2007-09-13,1991.04,2601.06,610.02,Proj1,Category1,In - Progress
2007-09-14,1642.95,2602.18,959.23,Proj7,Category3,On - hold
2007-09-17,1851.51,2581.66,730.15,Proj3,Category1,In - Progress
2007-09-18,2017.65,2651.66,634.01,Proj8,Category3,Completed
2007-09-19,1964.67,2666.48,701.81,Proj7,Category3,On - hold
2007-09-20,3460.6259999999997,3185.1479999999997,731.72,Proj5,Category2,On - hold
2007-09-21,3976.0739999999996,3205.4639999999995,462.29,Proj5,Category2,On - hold
2007-09-24,1916.44,2667.95,751.51,Proj2,Category1,In - Progress
2007-09-25,1906.79,2683.45,776.66,Proj6,Category2,On - hold
2007-09-26,1975.56,2699.03,723.47,Proj3,Category1,In - Progress
2007-09-27,2076.7,2709.59,632.89,Proj3,Category1,In - Progress
2007-09-28,2004.33,2701.5,697.17,Proj2,Category1,In - Progress
