date,daily_sales,cost_of_sales,net_profit,project_name
2004-12-16,2575.38,2989.39,485.38,Proj5
2004-12-17,2135.2,1506.31,628.89,Proj7
2004-12-20,3617.35,3660.8,663.53,Proj9
2004-12-21,2581.09,2551.85,733.21,Proj5
2004-12-22,2157.03,2353.8,-196.77,Proj4
2004-12-23,2160.62,1728.69,431.93,Proj4
2004-12-27,2154.22,1603.14,551.08,Proj6
2004-12-28,2612.63,3030.96,493.32,Proj5
2004-12-29,2177.0,1668.34,508.66,Proj2
2004-12-30,2178.34,1751.46,426.88,Proj8
2004-12-31,2175.44,1540.63,634.81,Proj3
2005-01-03,2152.15,1726.48,425.67,Proj8
2005-01-04,2107.86,1599.82,508.04,Proj1
2005-01-05,2091.24,1619.89,471.35,Proj8
2005-01-06,2090.0,1378.34,711.66,Proj3
2005-01-07,2088.61,1301.34,787.27,Proj7
2005-01-10,2097.04,1593.84,503.2,Proj3
2005-01-11,2079.62,1428.3,651.32,Proj7
2005-01-12,2092.53,1374.03,718.5,Proj3
2005-01-13,2070.56,1805.66,264.9,Proj8
2005-01-14,2087.91,1326.5,761.41,Proj2
2005-01-18,2106.04,1437.49,668.55,Proj7
2005-01-19,2073.59,1724.18,349.41,Proj4
2005-01-20,2045.88,1528.59,517.29,Proj8
2005-01-21,3458.26,3249.69,734.4,Proj9
2005-01-24,3414.79,3454.2,627.02,Proj9
2005-01-25,2423.94,3480.96,86.08,Proj5
2005-01-26,3478.35,2946.65,867.43,Proj9
2005-01-27,2047.15,1383.91,663.24,Proj3
2005-01-28,2443.0,3894.43,-127.74,Proj5
2005-01-31,3506.1,4143.52,405.0,Proj9
2005-02-01,2068.7,1442.76,625.94,Proj3
2005-02-02,2075.06,1538.24,536.82,Proj7
2005-02-03,3497.99,3234.14,763.98,Proj9
2005-02-04,2086.66,1261.19,825.47,Proj3
2005-02-07,2498.44,3059.48,382.32,Proj5
2005-02-08,2086.68,1825.1,261.58,Proj8
2005-02-09,2052.55,1470.05,582.5,Proj6
2005-02-10,3490.27,3597.23,614.21,Proj9
2005-02-11,2076.66,1442.71,633.95,Proj2
2005-02-14,3540.95,3385.51,728.71,Proj9
2005-02-15,2507.05,2643.23,620.75,Proj5
2005-02-16,2087.43,1512.84,574.59,Proj8
2005-02-17,2061.34,1314.03,747.31,Proj3
2005-02-18,2058.62,1703.21,355.41,Proj6
2005-02-22,2030.32,1539.56,490.76,Proj2
2005-02-23,3453.12,3798.5,511.85,Proj9
2005-02-24,2051.7,1432.4,619.3,Proj3
2005-02-25,2065.4,1643.6,421.8,Proj2
2005-02-28,2051.72,1738.44,313.28,Proj6
2005-03-01,3521.12,4551.88,250.5,Proj9
2005-03-02,2067.5,1384.29,683.21,Proj8
2005-03-03,2058.4,1476.69,581.71,Proj7
2005-03-04,2070.61,1446.82,623.79,Proj1
2005-03-07,3553.36,3424.44,720.44,Proj9
2005-03-08,3525.04,3979.11,481.91,Proj9
2005-03-09,2473.55,3057.57,362.64,Proj5
2005-03-10,2059.72,1562.03,497.69,Proj6
2005-03-11,2041.6,1799.85,241.75,Proj3
2005-03-14,2051.04,1525.12,525.92,Proj6
2005-03-15,2441.98,2930.09,407.15,Proj5
2005-03-16,2015.75,1367.33,648.42,Proj2
2005-03-17,2016.42,1279.91,736.51,Proj2
2005-03-18,2007.79,1404.1,603.69,Proj8
2005-03-21,2007.51,1202.42,805.09,Proj3
2005-03-22,3381.88,3033.42,775.97,Proj9
2005-03-23,2388.26,2865.29,398.39,Proj5
2005-03-24,1991.06,1671.43,319.63,Proj1
2005-03-28,1992.52,1385.0,607.52,Proj7
2005-03-29,1973.88,1410.87,563.01,Proj8
2005-03-30,2005.67,1554.06,451.61,Proj3
2005-03-31,1999.23,1236.8,762.43,Proj2
2005-04-01,3374.18,3686.52,510.2,Proj9
2005-04-04,1991.07,1355.86,635.21,Proj6
2005-04-05,1999.32,1622.26,377.06,Proj7
2005-04-06,1999.14,1486.42,512.72,Proj1
2005-04-07,2018.79,1495.7,523.09,Proj6
2005-04-08,2399.22,2589.74,560.61,Proj5
2005-04-11,1992.12,1536.76,455.36,Proj7
2005-04-12,2005.4,1852.45,152.95,Proj8
2005-04-13,1974.37,1494.37,480.0,Proj3
2005-04-14,1946.71,1346.25,600.46,Proj6
2005-04-15,1908.15,1380.51,527.64,Proj4
2005-04-18,1912.92,1718.39,194.53,Proj4
2005-04-19,1932.36,1140.04,792.32,Proj8
2005-04-20,2296.51,2719.62,402.86,Proj5
2005-04-21,1962.41,1506.05,456.36,Proj4
2005-04-22,1932.19,1400.03,532.16,Proj4
2005-04-25,1950.78,1771.02,179.76,Proj8
2005-04-26,1927.44,1349.96,577.48,Proj1
2005-04-27,2316.52,2125.03,749.86,Proj5
2005-04-28,1904.18,1500.9,403.28,Proj7
2005-04-29,1921.65,1499.91,421.74,Proj8
2005-05-02,3278.71,3460.24,544.56,Proj9
2005-05-03,1933.07,1217.96,715.11,Proj1
2005-05-04,1962.23,1462.32,499.91,Proj4
2005-05-05,1961.8,1446.89,514.91,Proj2
2005-05-06,2360.82,3009.78,295.25,Proj5
2005-05-09,1979.67,1602.07,377.6,Proj2
2005-05-10,2355.32,2058.81,818.98,Proj5
2005-05-11,1971.55,1683.03,288.52,Proj4
2005-05-12,1963.88,1889.34,74.54,Proj1
2005-05-13,1976.78,1556.02,420.76,Proj8
2005-05-16,3390.53,4109.16,350.77,Proj9
2005-05-17,2004.15,1642.66,361.49,Proj8
2005-05-18,2030.65,1584.56,446.09,Proj3
2005-05-19,2042.58,1399.64,642.94,Proj3
2005-05-20,3478.91,5088.71,10.94,Proj9
2005-05-23,2056.65,2034.2,22.45,Proj1
2005-05-24,2473.94,3318.07,218.25,Proj5
2005-05-25,2050.12,1280.81,769.31,Proj6
2005-05-26,2071.24,1555.38,515.86,Proj2
2005-05-27,2075.73,1724.75,350.98,Proj3
2005-05-31,2068.22,1384.26,683.96,Proj4
2005-06-01,2087.86,1563.17,524.69,Proj7
2005-06-02,2097.8,1461.84,635.96,Proj6
2005-06-03,2071.43,1644.76,426.67,Proj8
2005-06-06,2075.76,1696.38,379.38,Proj1
2005-06-07,2067.16,1363.61,703.55,Proj7
2005-06-08,2060.18,1536.74,523.44,Proj7
2005-06-09,2492.29,3195.49,301.64,Proj5
2005-06-10,2475.6,2723.56,549.91,Proj5
2005-06-13,2068.96,1434.02,634.94,Proj1
2005-06-14,2482.85,3403.49,178.21,Proj5
2005-06-15,2074.92,1713.66,361.26,Proj3
2005-06-16,2089.15,1705.05,384.1,Proj8
2005-06-17,2090.11,1939.34,150.77,Proj6
2005-06-20,3549.82,3722.85,598.99,Proj9
2005-06-21,2091.07,1657.82,433.25,Proj6
2005-06-22,2092.03,1598.15,493.88,Proj7
2005-06-23,2070.66,1477.72,592.93,Proj2
2005-06-24,2053.27,1597.8,455.47,Proj3
2005-06-27,2454.24,2429.96,695.22,Proj5
2005-06-28,2069.89,1612.54,457.35,Proj1
2005-06-29,2068.89,1870.6,198.29,Proj2
2005-06-30,2056.96,1296.4,760.56,Proj7
2005-07-01,2468.84,2133.11,872.31,Proj5
2005-07-05,2078.75,1660.94,417.81,Proj8
2005-07-06,2068.65,1174.06,894.59,Proj2
2005-07-07,2075.66,1680.35,395.31,Proj1
2005-07-08,2112.88,1562.38,550.5,Proj6
2005-07-11,2135.43,1618.85,516.58,Proj2
2005-07-12,2143.15,1788.76,354.39,Proj4
2005-07-13,2144.11,1594.01,550.1,Proj6
2005-07-14,3659.79,3566.95,726.04,Proj9
2005-07-15,3666.53,4035.81,542.46,Proj9
2005-07-18,2144.87,1754.53,390.34,Proj4
2005-07-19,2173.18,1443.78,729.4,Proj2
2005-07-20,2188.57,1607.49,581.08,Proj4
2005-07-21,2178.6,1553.18,625.42,Proj8
2005-07-22,2179.74,1757.16,422.58,Proj8
2005-07-25,2166.74,1574.79,591.95,Proj7
2005-07-26,2175.99,1681.17,494.82,Proj8
2005-07-27,2186.22,2213.28,-27.06,Proj8
2005-07-28,2198.44,1397.01,801.43,Proj4
2005-07-29,2184.83,1704.61,480.22,Proj6
2005-08-01,2195.38,1724.37,471.01,Proj8
2005-08-02,2218.15,1357.96,860.19,Proj8
2005-08-03,2216.81,1763.69,453.12,Proj1
2005-08-04,2191.32,1552.52,638.8,Proj2
2005-08-05,2613.49,3115.96,446.82,Proj5
2005-08-08,2597.27,2066.55,1016.31,Proj5
2005-08-09,2174.19,1421.6,752.59,Proj3
2005-08-10,2157.81,1577.61,580.2,Proj6
2005-08-11,2174.55,1250.68,923.87,Proj7
2005-08-12,2156.9,1698.62,458.28,Proj6
2005-08-15,2167.04,1792.34,374.7,Proj1
2005-08-16,2137.06,1310.34,826.72,Proj3
2005-08-17,2145.15,1650.19,494.96,Proj4
2005-08-18,2136.08,1476.79,659.29,Proj6
2005-08-19,2562.67,2090.59,974.12,Proj5
2005-08-22,2141.41,1607.49,533.92,Proj3
2005-08-23,3633.32,3225.35,847.11,Proj9
2005-08-24,2128.91,1516.84,612.07,Proj8
2005-08-25,2134.37,1542.16,592.21,Proj1
2005-08-26,2120.77,1454.38,666.39,Proj2
2005-08-29,2137.65,1521.89,615.76,Proj3
2005-08-30,2129.76,1638.34,491.42,Proj3
2005-08-31,2152.09,1681.77,470.32,Proj4
2005-09-01,2147.9,2268.42,-120.52,Proj2
2005-09-02,3639.82,3512.65,736.01,Proj9
2005-09-06,2600.23,3225.86,374.71,Proj5
2005-09-07,2172.03,1743.2,428.83,Proj8
2005-09-08,2166.03,1610.49,555.54,Proj6
2005-09-09,2175.51,1742.09,433.42,Proj6
2005-09-12,2182.83,1681.61,501.22,Proj1
2005-09-13,2171.75,1701.79,469.96,Proj6
2005-09-14,2149.33,1237.98,911.35,Proj8
2005-09-15,2146.15,1684.71,461.44,Proj6
2005-09-16,2160.35,1640.7,519.65,Proj1
2005-09-19,2145.26,1937.07,208.19,Proj3
2005-09-20,2131.33,1299.78,831.55,Proj6
2005-09-21,2106.64,1361.12,745.52,Proj3
2005-09-22,2110.78,1649.14,461.64,Proj1
2005-09-23,2116.84,1451.97,664.87,Proj6
2005-09-26,2121.46,1668.42,453.04,Proj8
2005-09-27,2116.42,1771.42,345.0,Proj4
2005-09-28,2115.4,1467.01,648.39,Proj2
2005-09-29,2141.22,1375.86,765.36,Proj1
2005-09-30,3657.87,3524.2,742.01,Proj9
2005-10-03,3664.23,3101.83,914.7,Proj9
2005-10-04,2139.36,1673.79,465.57,Proj2
2005-10-05,2103.02,1989.37,113.65,Proj4
2005-10-06,2084.08,1325.98,758.1,Proj6
2005-10-07,2090.35,1324.7,765.65,Proj6
2005-10-10,2078.92,1662.61,416.31,Proj8
2005-10-11,2061.09,1569.98,491.11,Proj4
2005-10-12,2037.47,1462.11,575.36,Proj2
2005-10-13,2047.22,1573.87,473.35,Proj6
2005-10-14,2064.83,1508.56,556.27,Proj4
2005-10-17,2070.3,1665.11,405.19,Proj2
2005-10-18,2056.0,1892.76,163.24,Proj8
2005-10-19,2091.24,1845.74,245.5,Proj2
2005-10-20,2068.11,1495.52,572.59,Proj2
2005-10-21,2082.21,1657.32,424.89,Proj4
2005-10-24,2115.83,1697.48,418.35,Proj7
2005-10-25,2109.45,1435.59,673.86,Proj2
2005-10-26,2100.05,1528.07,571.98,Proj4
2005-10-27,2476.57,2195.7,843.98,Proj5
2005-10-28,2089.88,1710.15,379.73,Proj7
2005-10-31,2120.3,1515.09,605.21,Proj6
2005-11-01,2114.05,1610.32,503.73,Proj7
2005-11-02,2573.17,2398.66,811.72,Proj5
2005-11-03,2160.22,1522.89,637.33,Proj2
2005-11-04,2169.43,1405.8,763.63,Proj4
2005-11-07,2178.24,1475.92,702.32,Proj3
2005-11-08,2172.07,1230.23,941.84,Proj7
2005-11-09,2175.81,1587.14,588.67,Proj1
2005-11-10,2636.02,2761.81,662.34,Proj5
2005-11-11,2202.47,1717.93,484.54,Proj4
2005-11-14,2200.95,1607.34,593.61,Proj2
2005-11-15,2186.74,1401.53,785.21,Proj4
2005-11-16,2187.93,1554.86,633.07,Proj8
2005-11-17,2220.46,1477.31,743.15,Proj4
2005-11-18,2227.07,1533.41,693.66,Proj8
2005-11-21,2241.67,1699.51,542.16,Proj4
2005-11-22,2253.56,1393.82,859.74,Proj4
2005-11-23,2711.98,2549.37,843.66,Proj5
2005-11-25,2263.01,1440.92,822.09,Proj6
2005-11-28,2239.37,1702.23,537.14,Proj3
2005-11-29,2232.71,1731.48,501.23,Proj7
2005-11-30,2232.82,2118.69,114.13,Proj3
2005-12-01,2267.17,1877.77,389.4,Proj4
2005-12-02,2273.37,1608.9,664.47,Proj3
2005-12-05,2257.64,1518.78,738.86,Proj3
2005-12-06,2260.76,1404.67,856.09,Proj1
2005-12-07,2252.01,1446.5,805.51,Proj8
2005-12-08,2246.46,1958.78,287.68,Proj4
2005-12-09,3836.44,4128.53,605.32,Proj9
2005-12-12,2260.95,1896.5,364.45,Proj6
2005-12-13,2265.0,2057.27,207.73,Proj4
2005-12-14,2262.59,1904.07,358.52,Proj3
2005-12-15,2260.63,1743.51,517.12,Proj3
2005-12-16,2252.48,1688.15,564.33,Proj3
2005-12-19,2222.74,1687.29,535.45,Proj7
2005-12-20,2222.42,1946.72,275.7,Proj3
2005-12-21,2677.99,3310.44,392.53,Proj5
2005-12-22,2246.49,1289.09,957.4,Proj2
2005-12-23,2249.42,1601.74,647.68,Proj3
2005-12-27,2226.89,1833.8,393.09,Proj7
2005-12-28,2228.94,1871.51,357.43,Proj8
2005-12-29,2218.16,1479.34,738.82,Proj6
2005-12-30,2205.32,1643.91,561.41,Proj2
2006-01-03,2243.74,1676.83,566.91,Proj7
2006-01-04,2263.46,1954.9,308.56,Proj4
2006-01-05,2276.87,1599.05,677.82,Proj3
2006-01-06,2305.62,1824.42,481.2,Proj3
2006-01-09,2318.69,1886.74,431.95,Proj1
2006-01-10,2320.32,1635.91,684.41,Proj8
2006-01-11,2331.36,1727.15,604.21,Proj3
2006-01-12,2780.03,2845.49,735.86,Proj5
2006-01-13,2317.04,1576.58,740.46,Proj1
2006-01-17,2302.69,1704.52,598.17,Proj7
2006-01-18,2279.64,1749.66,529.98,Proj2
2006-01-19,2301.81,1798.19,503.62,Proj1
2006-01-20,2247.7,2040.11,207.59,Proj1
2006-01-23,3822.4,4191.08,572.04,Proj9
2006-01-24,3850.92,4909.46,301.47,Proj9
2006-01-25,2260.65,1654.66,605.99,Proj1
2006-01-26,2283.0,1772.25,510.75,Proj8
2006-01-27,2765.08,3187.42,533.44,Proj5
2006-01-30,2306.78,1966.66,340.12,Proj2
2006-01-31,2305.82,1481.16,824.66,Proj3
2006-02-01,2772.67,3797.12,201.05,Proj5
2006-02-02,3878.67,4945.75,303.27,Proj9
2006-02-03,2262.58,1562.09,700.49,Proj6
2006-02-06,2258.8,1792.28,466.52,Proj2
2006-02-07,2244.96,1435.35,809.61,Proj7
2006-02-08,2266.98,1767.93,499.05,Proj4
2006-02-09,2255.87,1917.73,338.14,Proj1
2006-02-10,2714.26,2903.55,648.79,Proj5
2006-02-13,2239.81,2175.3,64.51,Proj1
2006-02-14,2262.17,1577.97,684.2,Proj2
2006-02-15,2276.43,1652.49,623.94,Proj7
2006-02-16,2294.63,1494.36,800.27,Proj7
2006-02-17,2738.83,3351.65,420.33,Proj5
2006-02-21,2715.55,2954.97,621.31,Proj5
2006-02-22,2283.17,1636.36,646.81,Proj6
2006-02-23,2279.32,2379.04,-99.72,Proj3
2006-02-24,2744.45,3069.72,581.64,Proj5
2006-02-27,2307.18,1836.82,470.36,Proj1
2006-02-28,2281.39,1658.61,622.78,Proj4
2006-03-01,2314.64,1381.6,933.04,Proj6
2006-03-02,2311.11,1357.42,953.69,Proj4
2006-03-03,2302.6,1563.15,739.45,Proj3
2006-03-06,2286.03,1662.53,623.5,Proj7
2006-03-07,2268.38,1870.33,398.05,Proj4
2006-03-08,2267.46,1602.48,664.98,Proj3
2006-03-09,2249.72,1643.72,606.0,Proj1
2006-03-10,3845.47,3965.32,675.91,Proj9
2006-03-13,2267.03,1548.72,718.31,Proj7
2006-03-14,2755.08,3173.19,533.02,Proj5
2006-03-15,2311.84,1772.82,539.02,Proj7
2006-03-16,2299.56,1818.33,481.23,Proj6
2006-03-17,2306.48,1780.31,526.17,Proj1
2006-03-20,2314.11,1635.4,678.71,Proj1
2006-03-21,2753.08,3154.3,541.84,Proj5
2006-03-22,2303.35,2031.47,271.89,Proj2
2006-03-23,2300.15,1632.45,667.7,Proj6
2006-03-24,2312.82,2002.41,310.41,Proj8
2006-03-27,2315.58,1718.91,596.67,Proj3
2006-03-28,2765.35,3754.55,218.6,Proj5
2006-03-29,3974.23,3332.01,1004.97,Proj9
2006-03-30,2340.82,1848.9,491.92,Proj4
2006-03-31,2339.79,1427.72,912.07,Proj7
2006-04-03,2336.74,1772.97,563.77,Proj3
2006-04-04,2814.43,3179.6,578.92,Proj5
2006-04-05,2359.75,1553.4,806.35,Proj1
2006-04-06,4013.99,4217.46,674.19,Proj9
2006-04-07,2339.02,2101.22,237.8,Proj8
2006-04-10,2333.27,1810.64,522.63,Proj3
2006-04-11,2310.35,1688.89,621.46,Proj4
2006-04-12,2314.68,1756.79,557.89,Proj3
2006-04-13,2326.11,1607.86,718.25,Proj1
2006-04-17,2311.16,1725.6,585.56,Proj7
2006-04-18,2827.37,2988.92,695.63,Proj5
2006-04-19,2370.88,1989.51,381.37,Proj3
2006-04-20,2362.55,1583.06,779.49,Proj8
2006-04-21,2342.86,1834.41,508.45,Proj1
2006-04-24,2333.38,1775.08,558.3,Proj3
2006-04-25,2330.3,1997.31,332.99,Proj2
2006-04-26,2333.63,1635.87,697.76,Proj3
2006-04-27,2344.95,1994.7,350.25,Proj7
2006-04-28,2322.57,1672.76,649.81,Proj7
2006-05-01,2304.79,2125.37,179.42,Proj6
2006-05-02,2309.84,1738.59,571.25,Proj8
2006-05-03,2303.97,1775.18,528.79,Proj4
2006-05-04,2323.9,1926.55,397.35,Proj1
2006-05-05,2342.57,1563.37,779.2,Proj1
2006-05-08,2344.99,1924.23,420.76,Proj1
2006-05-09,2338.25,1826.01,512.24,Proj1
2006-05-10,2320.74,1799.28,521.46,Proj1
2006-05-11,2272.7,1595.85,676.85,Proj4
2006-05-12,3814.43,4753.7,342.3,Proj9
2006-05-15,2238.52,1544.6,693.92,Proj7
2006-05-16,3789.52,4324.15,499.47,Proj9
2006-05-17,2195.8,1478.46,717.34,Proj7
2006-05-18,2180.32,1835.29,345.03,Proj7
2006-05-19,2193.88,2011.62,182.26,Proj3
2006-05-22,2607.43,3179.66,406.38,Proj5
2006-05-23,2158.76,1555.06,603.7,Proj6
2006-05-24,2603.0,3440.8,257.62,Proj5
2006-05-25,2198.24,1840.83,357.41,Proj3
2006-05-26,2210.37,1819.51,390.86,Proj2
2006-05-30,2164.74,1908.04,256.7,Proj3
2006-05-31,2178.88,1709.79,469.09,Proj2
2006-06-01,2219.86,1805.93,413.93,Proj2
2006-06-02,2219.41,1872.89,346.52,Proj4
2006-06-05,2169.62,1774.66,394.96,Proj7
2006-06-06,2162.78,1688.9,473.88,Proj6
2006-06-07,2582.16,3582.05,161.77,Proj5
2006-06-08,2145.32,1567.52,577.8,Proj7
2006-06-09,3629.6,3944.21,557.38,Proj9
2006-06-12,2091.32,1705.56,385.76,Proj6
2006-06-13,3523.2,3117.26,825.56,Proj9
2006-06-14,2086.0,1880.42,205.58,Proj2
2006-06-15,2144.15,1516.86,627.29,Proj4
2006-06-16,2129.95,1178.0,951.95,Proj7
2006-06-19,2110.42,2042.5,67.91,Proj2
2006-06-20,2107.06,1838.6,268.46,Proj3
2006-06-21,2141.2,1419.28,721.92,Proj1
2006-06-22,3609.07,5019.69,115.1,Proj9
2006-06-23,2121.47,1421.73,699.74,Proj3
2006-06-26,2133.67,1867.09,266.58,Proj4
2006-06-27,3570.42,3747.33,601.32,Proj9
2006-06-28,2111.84,1396.1,715.74,Proj2
2006-06-29,2174.38,1596.51,577.87,Proj7
2006-06-30,2172.09,1655.8,516.29,Proj8
2006-07-03,2190.43,1520.76,669.67,Proj1
2006-07-05,2153.34,1957.96,195.38,Proj6
2006-07-06,2155.09,1890.01,265.08,Proj2
2006-07-07,2130.06,1680.48,449.58,Proj4
2006-07-10,2116.93,1819.38,297.55,Proj4
2006-07-11,2128.86,1720.23,408.63,Proj6
2006-07-12,2090.24,2114.59,-24.35,Proj4
2006-07-13,2054.11,1354.79,699.32,Proj7
2006-07-14,2037.35,1395.14,642.21,Proj6
2006-07-17,2037.72,1748.74,288.98,Proj1
2006-07-18,2451.86,3376.67,167.29,Proj5
2006-07-19,3537.21,4287.22,365.82,Proj9
2006-07-20,2039.42,1651.8,387.62,Proj1
2006-07-21,2020.39,1539.79,480.6,Proj7
2006-07-24,2061.84,1666.77,395.07,Proj1
2006-07-25,2488.68,2654.25,599.32,Proj5
2006-07-26,3519.78,4009.73,466.57,Proj9
2006-07-27,2054.47,1551.19,503.28,Proj2
2006-07-28,3560.04,3783.31,580.81,Proj9
2006-07-31,2509.76,2637.35,626.27,Proj5
2006-08-01,2061.99,1639.84,422.15,Proj6
2006-08-02,2078.81,1453.05,625.76,Proj1
2006-08-03,2092.34,1083.19,1009.15,Proj4
2006-08-04,2502.06,2600.4,640.38,Proj5
2006-08-07,2072.5,1903.12,169.38,Proj8
2006-08-08,2060.85,1226.44,834.41,Proj4
2006-08-09,2060.28,1492.31,567.97,Proj6
2006-08-10,2486.09,2643.14,603.33,Proj5
2006-08-11,2057.71,1580.44,477.27,Proj2
2006-08-14,2482.85,2372.65,750.9,Proj5
2006-08-15,2115.01,1379.82,735.19,Proj1
2006-08-16,2149.54,1516.45,633.09,Proj7
2006-08-17,2157.61,1967.35,190.26,Proj7
2006-08-18,2163.95,2010.73,153.22,Proj1
2006-08-21,2147.75,1596.3,551.45,Proj1
2006-08-22,2150.02,1619.32,530.7,Proj1
2006-08-23,2561.59,2511.21,739.54,Proj5
2006-08-24,2137.11,1352.32,784.79,Proj1
2006-08-25,2140.29,1374.71,765.58,Proj3
2006-08-28,2160.7,1483.96,676.74,Proj4
2006-08-29,2172.3,1740.76,431.54,Proj4
2006-08-30,2185.73,1943.42,242.31,Proj2
2006-08-31,2183.75,2085.25,98.5,Proj2
2006-09-01,2193.16,1606.35,586.81,Proj3
2006-09-05,2205.7,1599.83,605.87,Proj1
2006-09-06,2167.84,1549.97,617.87,Proj4
2006-09-07,2155.29,1443.93,711.36,Proj1
2006-09-08,2165.79,1770.63,395.16,Proj1
2006-09-11,2173.25,1665.99,507.26,Proj8
2006-09-12,2215.82,1754.35,461.47,Proj7
2006-09-13,3787.04,4087.6,592.63,Proj9
2006-09-14,2228.73,1559.06,669.67,Proj6
2006-09-15,2235.59,1747.33,488.26,Proj1
2006-09-18,2235.75,1739.36,496.39,Proj7
2006-09-19,2222.37,1729.79,492.58,Proj7
2006-09-20,2252.89,1752.4,500.49,Proj3
2006-09-21,2237.75,1634.4,603.35,Proj8
2006-09-22,2218.93,1530.55,688.38,Proj4
2006-09-25,2249.07,1539.4,709.67,Proj8
2006-09-26,2713.61,3077.07,551.86,Proj5
2006-09-27,2716.07,2545.31,849.33,Proj5
2006-09-28,2270.02,1908.31,361.71,Proj2
2006-09-29,2258.43,1601.97,656.46,Proj6
2006-10-02,2685.12,3182.07,469.78,Proj5
2006-10-03,2243.65,1965.24,278.41,Proj8
2006-10-04,2290.95,1877.22,413.73,Proj7
2006-10-05,2306.34,1794.66,511.68,Proj6
2006-10-06,2299.99,1809.14,490.85,Proj7
2006-10-09,2311.77,1989.54,322.23,Proj1
2006-10-10,2315.43,1940.87,374.56,Proj8
2006-10-11,2308.27,1968.47,339.8,Proj7
2006-10-12,2346.18,1658.68,687.5,Proj2
2006-10-13,2357.29,1638.97,718.32,Proj7
2006-10-16,2363.84,1831.54,532.3,Proj8
2006-10-17,2344.95,1588.49,756.46,Proj7
2006-10-18,2337.15,1722.11,615.04,Proj1
2006-10-19,2340.94,1282.44,1058.5,Proj4
2006-10-20,2342.3,1559.55,782.75,Proj4
2006-10-23,2355.56,1771.63,583.93,Proj8
2006-10-24,2344.84,1716.66,628.18,Proj6
2006-10-25,2356.59,1927.03,429.56,Proj8
2006-10-26,2379.1,1447.51,931.59,Proj8
2006-10-27,2350.62,1243.88,1106.74,Proj2
2006-10-30,2363.77,1885.91,477.86,Proj4
2006-10-31,2366.71,1561.16,805.55,Proj2
2006-11-01,2334.35,2140.65,193.7,Proj8
2006-11-02,2334.02,1591.13,742.89,Proj7
2006-11-03,2330.79,1537.94,792.85,Proj2
2006-11-06,4022.11,3750.02,865.94,Proj9
2006-11-07,2375.88,1908.55,467.33,Proj6
2006-11-08,4054.4,4004.76,783.03,Proj9
2006-11-09,2376.01,1848.63,527.38,Proj4
2006-11-10,2389.72,1659.95,729.77,Proj6
2006-11-13,2887.66,3270.08,589.67,Proj5
2006-11-14,4132.12,4630.82,578.33,Proj9
2006-11-15,2442.75,1806.79,635.96,Proj2
2006-11-16,2449.06,1892.33,556.73,Proj3
2006-11-17,4157.96,4787.59,530.83,Proj9
2006-11-20,2452.72,1588.13,864.59,Proj7
2006-11-21,4173.23,4255.48,752.65,Proj9
2006-11-22,2465.98,1999.33,466.65,Proj3
2006-11-24,2460.26,2285.42,174.84,Proj1
2006-11-27,2405.92,1581.96,823.96,Proj7
2006-11-28,2895.13,3066.84,708.81,Proj5
2006-11-29,2432.23,1718.4,713.83,Proj3
2006-11-30,2918.12,3259.27,621.07,Proj5
2006-12-01,2413.21,1804.75,608.46,Proj3
2006-12-04,2938.07,3840.13,314.99,Proj5
2006-12-05,2452.38,2134.92,317.46,Proj3
2006-12-06,4157.96,5257.06,343.04,Proj9
2006-12-07,2427.69,1946.18,481.51,Proj6
2006-12-08,2437.36,1620.29,817.07,Proj3
2006-12-11,2442.86,1681.64,761.22,Proj3
2006-12-12,4133.72,4220.59,743.37,Proj9
2006-12-13,2432.41,1493.84,938.57,Proj8
2006-12-14,2453.85,2062.53,391.32,Proj8
2006-12-15,2457.2,1836.24,620.96,Proj7
2006-12-18,2435.57,1988.19,447.38,Proj8
2006-12-19,2429.55,1690.25,739.3,Proj8
2006-12-20,2427.61,1953.91,473.7,Proj8
2006-12-21,2415.85,2305.02,110.83,Proj1
2006-12-22,2881.42,3265.65,586.93,Proj5
2006-12-26,2413.51,1963.89,449.62,Proj7
2006-12-27,2431.22,1720.15,711.07,Proj1
2006-12-28,4123.47,4967.34,438.63,Proj9
2006-12-29,2415.29,1801.22,614.07,Proj3
2007-01-03,2423.16,1995.26,427.9,Proj4
2007-01-04,2453.43,1776.76,676.67,Proj6
2007-01-05,2434.25,2262.42,171.83,Proj7
2007-01-08,2438.2,1871.58,566.62,Proj4
2007-01-09,2932.6,3460.3,521.44,Proj5
2007-01-10,2459.33,2157.81,301.52,Proj2
2007-01-11,2484.85,1658.83,826.02,Proj7
2007-01-12,2502.82,1915.13,587.69,Proj8
2007-01-16,2497.78,1437.33,1060.45,Proj7
2007-01-17,2479.42,1913.62,565.8,Proj6
2007-01-18,2443.21,2050.1,393.11,Proj1
2007-01-19,2451.31,1777.0,674.31,Proj1
2007-01-22,2431.07,1293.39,1137.68,Proj3
2007-01-23,2431.41,1929.32,502.09,Proj8
2007-01-24,2466.28,1942.68,523.6,Proj8
2007-01-25,2434.24,1868.99,565.25,Proj6
2007-01-26,2435.49,1806.11,629.38,Proj7
2007-01-29,2929.31,2475.65,1065.73,Proj5
2007-01-30,2448.64,1915.15,533.49,Proj3
2007-01-31,2463.93,1969.15,494.78,Proj4
2007-02-01,2468.38,1698.98,769.4,Proj2
2007-02-02,2475.88,2044.79,431.09,Proj7
