date,cost_of_sales,selling_price,net_profit,project_name
2006-02-06,1522.15,2258.8,736.65,Proj6
2006-02-07,4161.35,3816.432,580.42,Proj9
2006-02-08,4530.924999999999,3853.866,454.61,Proj9
2006-02-09,1562.44,2255.87,693.43,Proj6
2006-02-10,1726.68,2261.88,535.2,Proj3
2006-02-13,1684.05,2239.81,555.76,Proj4
2006-02-14,1651.4,2262.17,610.77,Proj1
2006-02-15,3138.552,2731.716,532.79,Proj5
2006-02-16,1750.91,2294.63,543.72,Proj6
2006-02-17,2924.208,2738.832,657.8,Proj5
2006-02-21,1535.1,2262.96,727.86,Proj4
2006-02-22,1529.5,2283.17,753.67,Proj2
2006-02-23,1610.79,2279.32,668.53,Proj4
2006-02-24,1649.47,2287.04,637.57,Proj2
2006-02-27,3327.426,2768.6159999999995,458.61,Proj5
2006-02-28,3840.9249999999997,3878.363,745.02,Proj9
2006-03-01,2814.966,2777.5679999999998,750.77,Proj5
2006-03-02,1725.7,2311.11,585.41,Proj1
2006-03-03,1867.01,2302.6,435.59,Proj8
2006-03-06,1886.41,2286.03,399.62,Proj6
2006-03-07,1620.88,2268.38,647.5,Proj7
2006-03-08,1724.02,2267.46,543.44,Proj6
2006-03-09,4133.974999999999,3824.5239999999994,596.13,Proj9
2006-03-10,1906.74,2262.04,355.3,Proj6
2006-03-13,1635.97,2267.03,631.06,Proj2
2006-03-14,1850.73,2295.9,445.17,Proj2
2006-03-15,1801.8,2311.84,510.04,Proj8
2006-03-16,1826.1,2299.56,473.46,Proj1
2006-03-17,1813.23,2306.48,493.25,Proj2
2006-03-20,1756.63,2314.11,557.48,Proj4
2006-03-21,1780.79,2294.23,513.44,Proj7
2006-03-22,1824.83,2303.35,478.52,Proj7
2006-03-23,2974.608,2760.18,647.59,Proj5
2006-03-24,4275.075,3931.7940000000003,602.79,Proj9
2006-03-27,1571.83,2315.58,743.75,Proj8
2006-03-28,1750.08,2304.46,554.38,Proj3
2006-03-29,1912.0,2337.78,425.78,Proj3
2006-03-30,1711.58,2340.82,629.24,Proj3
2006-03-31,1790.91,2339.79,548.88,Proj3
2006-04-03,1710.14,2336.74,626.6,Proj3
2006-04-04,1781.5,2345.36,563.86,Proj1
2006-04-05,1902.26,2359.75,457.49,Proj2
2006-04-06,1721.07,2361.17,640.1,Proj4
2006-04-07,1675.98,2339.02,663.04,Proj2
2006-04-10,4352.775,3966.5589999999997,592.16,Proj9
2006-04-11,1682.69,2310.35,627.66,Proj3
2006-04-12,1825.12,2314.68,489.56,Proj6
2006-04-13,1892.77,2326.11,433.34,Proj1
2006-04-17,1752.42,2311.16,558.74,Proj4
2006-04-18,1705.39,2356.14,650.75,Proj2
2006-04-19,4693.0,4030.496,493.68,Proj9
2006-04-20,1891.81,2362.55,470.74,Proj7
2006-04-21,1867.07,2342.86,475.79,Proj8
2006-04-24,1826.93,2333.38,506.45,Proj6
2006-04-25,1848.93,2330.3,481.37,Proj1
2006-04-26,1834.57,2333.63,499.06,Proj3
2006-04-27,1743.32,2344.95,601.63,Proj8
2006-04-28,1601.36,2322.57,721.21,Proj3
2006-05-01,1739.44,2304.79,565.35,Proj4
2006-05-02,1662.34,2309.84,647.5,Proj2
2006-05-03,1811.85,2303.97,492.12,Proj7
2006-05-04,1738.91,2323.9,584.99,Proj3
2006-05-05,4725.55,3982.369,452.35,Proj9
2006-05-08,1707.38,2344.99,637.61,Proj2
2006-05-09,1715.04,2338.25,623.21,Proj8
2006-05-10,1637.44,2320.74,683.3,Proj8
2006-05-11,1622.33,2272.7,650.37,Proj1
2006-05-12,2829.7799999999997,2692.536,671.68,Proj5
2006-05-15,1778.55,2238.52,459.97,Proj6
2006-05-16,1854.57,2229.13,374.56,Proj7
2006-05-17,1567.01,2195.8,628.79,Proj1
2006-05-18,1768.13,2180.32,412.19,Proj7
2006-05-19,1529.9,2193.88,663.98,Proj4
2006-05-22,1748.65,2172.86,424.21,Proj2
2006-05-23,1578.42,2158.76,580.34,Proj6
2006-05-24,1568.62,2169.17,600.55,Proj6
2006-05-25,1713.07,2198.24,485.17,Proj6
2006-05-26,1686.27,2210.37,524.1,Proj1
2006-05-30,1638.19,2164.74,526.55,Proj7
2006-05-31,1416.38,2178.88,762.5,Proj2
2006-06-01,1711.5,2219.86,508.36,Proj7
2006-06-02,1633.35,2219.41,586.06,Proj3
2006-06-05,4135.35,3688.354,515.48,Proj9
2006-06-06,1672.98,2162.78,489.8,Proj8
2006-06-07,1597.21,2151.8,554.59,Proj6
2006-06-08,1519.25,2145.32,626.07,Proj1
2006-06-09,1636.82,2135.06,498.24,Proj1
2006-06-12,1564.13,2091.32,527.19,Proj3
2006-06-13,2722.9500000000003,2486.9639999999995,559.72,Proj5
2006-06-14,3637.9750000000004,3546.2,630.81,Proj9
2006-06-15,4086.85,3645.055,509.41,Proj9
2006-06-16,4029.975,3620.9149999999995,517.96,Proj9
2006-06-19,1685.43,2110.42,424.99,Proj8
2006-06-20,1587.11,2107.06,519.95,Proj6
2006-06-21,1559.13,2141.2,582.07,Proj7
2006-06-22,2749.104,2547.576,595.7,Proj5
2006-06-23,2974.014,2545.7639999999997,469.24,Proj5
2006-06-26,2982.114,2560.404,476.94,Proj5
2006-06-27,1868.86,2100.25,231.39,Proj7
2006-06-28,1522.32,2111.84,589.52,Proj4
2006-06-29,1640.9,2174.38,533.48,Proj3
2006-06-30,1758.06,2172.09,414.03,Proj8
2006-07-03,4365.75,3723.7309999999998,444.13,Proj9
2006-07-05,4476.375,3660.6780000000003,362.79,Proj9
2006-07-06,1504.36,2155.09,650.73,Proj8
2006-07-07,1726.63,2130.06,403.43,Proj6
2006-07-10,1800.05,2116.93,316.88,Proj4
2006-07-11,1526.58,2128.86,602.28,Proj8
2006-07-12,1622.35,2090.24,467.89,Proj6
2006-07-13,1503.22,2054.11,550.89,Proj6
2006-07-14,4432.099999999999,3463.495,264.51,Proj9
2006-07-17,3946.175,3464.124,459.25,Proj9
2006-07-18,1591.23,2043.22,451.99,Proj4
2006-07-19,1468.3,2080.71,612.41,Proj1
2006-07-20,3096.072,2447.304,319.38,Proj5
2006-07-21,1517.14,2020.39,503.25,Proj8
2006-07-24,2586.5640000000003,2474.208,624.86,Proj5
2006-07-25,3996.5750000000003,3525.63,475.27,Proj9
2006-07-26,1515.63,2070.46,554.83,Proj2
2006-07-27,4047.75,3492.5989999999997,435.37,Proj9
2006-07-28,3962.875,3560.0379999999996,508.99,Proj9
2006-07-31,1554.98,2091.47,536.49,Proj4
2006-08-01,1685.87,2061.99,376.12,Proj6
2006-08-02,2917.44,2494.5719999999997,458.01,Proj5
2006-08-03,3924.9,3556.978,522.38,Proj9
2006-08-04,1505.39,2085.05,579.66,Proj6
2006-08-07,1655.33,2072.5,417.17,Proj6
2006-08-08,1359.9,2060.85,700.95,Proj8
2006-08-09,3858.85,3502.476,516.74,Proj9
2006-08-10,1305.76,2071.74,765.98,Proj6
2006-08-11,1558.65,2057.71,499.06,Proj1
2006-08-14,1492.51,2069.04,576.53,Proj7
2006-08-15,1616.7,2115.01,498.31,Proj6
2006-08-16,1580.42,2149.54,569.12,Proj6
2006-08-17,1575.66,2157.61,581.95,Proj4
2006-08-18,3115.998,2596.74,432.84,Proj5
2006-08-21,1699.63,2147.75,448.12,Proj7
2006-08-22,2733.534,2580.024,631.39,Proj5
2006-08-23,1611.35,2134.66,523.31,Proj7
2006-08-24,3798.3999999999996,3633.087,617.75,Proj9
2006-08-25,2773.386,2568.348,599.52,Proj5
2006-08-28,1682.34,2160.7,478.36,Proj2
2006-08-29,1452.47,2172.3,719.83,Proj7
2006-08-30,3673.225,3715.741,716.44,Proj9
2006-08-31,4092.375,3712.375,546.8,Proj9
2006-09-01,1712.87,2193.16,480.29,Proj6
2006-09-05,1606.52,2205.7,599.18,Proj3
2006-09-06,4488.375,3685.328,372.49,Proj9
2006-09-07,1587.07,2155.29,568.22,Proj8
2006-09-08,1718.79,2165.79,447.0,Proj2
2006-09-11,1507.88,2173.25,665.37,Proj6
2006-09-12,1783.45,2215.82,432.37,Proj2
2006-09-13,1635.2,2227.67,592.47,Proj4
2006-09-14,1680.19,2228.73,548.54,Proj4
2006-09-15,1613.09,2235.59,622.5,Proj1
2006-09-18,1533.3,2235.75,702.45,Proj8
2006-09-19,1649.03,2222.37,573.34,Proj4
2006-09-20,1932.89,2252.89,320.0,Proj7
2006-09-21,1578.96,2237.75,658.79,Proj1
2006-09-22,1803.44,2218.93,415.49,Proj1
2006-09-25,1477.59,2249.07,771.48,Proj2
2006-09-26,1780.78,2261.34,480.56,Proj1
2006-09-27,1539.8,2263.39,723.59,Proj1
2006-09-28,4373.525000000001,3859.0339999999997,520.61,Proj9
2006-09-29,1788.61,2258.43,469.82,Proj1
2006-10-02,4264.725,3803.9199999999996,531.71,Proj9
2006-10-03,1638.18,2243.65,605.47,Proj8
2006-10-04,1727.74,2290.95,563.21,Proj6
2006-10-05,1811.98,2306.34,494.36,Proj1
2006-10-06,1593.28,2299.99,706.71,Proj2
2006-10-09,1712.28,2311.77,599.49,Proj8
2006-10-10,1713.04,2315.43,602.39,Proj6
2006-10-11,1821.67,2308.27,486.6,Proj4
2006-10-12,1850.19,2346.18,495.99,Proj4
2006-10-13,1807.42,2357.29,549.87,Proj6
2006-10-16,1939.65,2363.84,424.19,Proj4
2006-10-17,1790.93,2344.95,554.02,Proj3
2006-10-18,1681.39,2337.15,655.75,Proj8
2006-10-19,1838.25,2340.94,502.69,Proj8
2006-10-20,1686.65,2342.3,655.65,Proj7
2006-10-23,3069.108,2826.672,650.5,Proj5
2006-10-24,1612.99,2344.84,731.85,Proj1
2006-10-25,1748.85,2356.59,607.74,Proj8
2006-10-26,1797.13,2379.1,581.97,Proj4
2006-10-27,1828.98,2350.62,521.64,Proj2
2006-10-30,1936.4,2363.77,427.37,Proj1
2006-10-31,4216.6,4023.407,680.07,Proj9
2006-11-01,3014.982,2801.22,659.36,Proj5
2006-11-02,1858.81,2334.02,475.21,Proj6
2006-11-03,1742.44,2330.79,588.35,Proj3
2006-11-06,1765.32,2365.95,600.63,Proj1
2006-11-07,1713.42,2375.88,662.46,Proj8
2006-11-08,3267.414,2861.928,569.71,Proj5
2006-11-09,1684.83,2376.01,691.18,Proj3
2006-11-10,3034.5840000000003,2867.6639999999998,703.84,Proj5
2006-11-13,1591.5,2406.38,814.88,Proj2
2006-11-14,1885.62,2430.66,545.04,Proj1
2006-11-15,1971.84,2442.75,470.91,Proj7
2006-11-16,2074.64,2449.06,374.42,Proj3
2006-11-17,4531.175,4157.962,633.39,Proj9
2006-11-20,1759.88,2452.72,692.84,Proj3
2006-11-21,3242.556,2945.808,653.42,Proj5
2006-11-22,1990.15,2465.98,475.83,Proj1
2006-11-24,4930.375,4182.442,488.11,Proj9
2006-11-27,1802.36,2405.92,603.56,Proj8
2006-11-28,1673.33,2412.61,739.28,Proj3
2006-11-29,1743.92,2432.23,688.31,Proj1
2006-11-30,4083.4500000000003,4134.009,798.39,Proj9
2006-12-01,2046.17,2413.21,367.04,Proj4
2006-12-04,1884.23,2448.39,564.16,Proj3
2006-12-05,1808.53,2452.38,643.85,Proj2
2006-12-06,1885.61,2445.86,560.25,Proj1
2006-12-07,3101.004,2913.228,704.91,Proj5
2006-12-08,1686.02,2437.36,751.34,Proj7
2006-12-11,3141.108,2931.4320000000002,697.8,Proj5
2006-12-12,1882.17,2431.6,549.43,Proj4
2006-12-13,1902.78,2432.41,529.63,Proj7
2006-12-14,1584.9,2453.85,868.95,Proj7
2006-12-15,1764.77,2457.2,692.43,Proj8
2006-12-18,4576.6,4140.469,604.93,Proj9
2006-12-19,4220.875,4130.235000000001,741.2,Proj9
2006-12-20,3406.986,2913.132,534.84,Proj5
2006-12-21,1693.6,2415.85,722.25,Proj3
2006-12-22,1928.13,2401.18,473.05,Proj1
2006-12-26,3412.944,2896.212,517.43,Proj5
2006-12-27,1751.25,2431.22,679.97,Proj7
2006-12-28,1854.08,2425.57,571.49,Proj7
2006-12-29,1954.73,2415.29,460.56,Proj3
2007-01-03,1873.87,2423.16,549.29,Proj3
2007-01-04,1843.91,2453.43,609.52,Proj4
2007-01-05,1768.5,2434.25,665.75,Proj3
2007-01-08,4516.075,4144.94,631.77,Proj9
2007-01-09,1977.71,2443.83,466.12,Proj7
2007-01-10,1874.19,2459.33,585.14,Proj3
2007-01-11,3309.3360000000002,2981.8199999999997,646.33,Proj5
2007-01-12,1968.44,2502.82,534.39,Proj2
2007-01-16,1885.63,2497.78,612.15,Proj8
2007-01-17,1930.16,2479.42,549.26,Proj8
2007-01-18,1766.68,2443.21,676.53,Proj2
2007-01-19,3269.592,2941.5719999999997,634.87,Proj5
2007-01-22,1882.12,2431.07,548.95,Proj8
2007-01-23,3086.3880000000004,2917.6919999999996,716.75,Proj5
2007-01-24,1623.57,2466.28,842.71,Proj3
2007-01-25,1892.05,2434.24,542.19,Proj2
2007-01-26,3079.6380000000004,2922.5879999999997,724.58,Proj5
2007-01-29,1733.99,2441.09,707.1,Proj4
2007-01-30,1910.64,2448.64,538.0,Proj7
2007-01-31,3389.2920000000004,2956.716,580.99,Proj5
2007-02-01,1802.15,2468.38,666.23,Proj3
2007-02-02,1968.5,2475.88,507.38,Proj1
2007-02-05,1838.26,2470.6,632.34,Proj4
2007-02-06,1710.56,2471.49,760.93,Proj3
2007-02-07,1876.09,2490.5,614.41,Proj7
2007-02-08,3404.5200000000004,2986.404,597.27,Proj5
2007-02-09,1719.43,2459.82,740.39,Proj7
2007-02-12,4953.025,4165.646,469.17,Proj9
2007-02-13,2058.05,2459.88,401.83,Proj2
2007-02-14,1934.57,2488.38,553.81,Proj4
2007-02-15,1831.29,2497.1,665.81,Proj3
2007-02-16,1765.91,2496.31,730.4,Proj2
2007-02-20,1942.15,2513.04,570.89,Proj1
2007-02-21,1860.35,2518.42,658.07,Proj3
2007-02-22,1798.95,2524.94,725.99,Proj2
2007-02-23,2002.82,2515.1,512.28,Proj6
2007-02-26,3433.9500000000003,3005.424,596.77,Proj5
2007-02-27,1817.63,2407.86,590.23,Proj2
2007-02-28,3165.822,2899.38,657.36,Proj5
2007-03-01,4212.35,4087.157,719.27,Proj9
2007-03-02,1911.57,2368.0,456.43,Proj6
2007-03-05,1796.71,2340.68,543.97,Proj3
2007-03-06,1616.47,2385.14,768.67,Proj2
2007-03-07,3387.942,2849.5679999999998,492.45,Proj5
2007-03-08,1791.94,2387.73,595.79,Proj8
2007-03-09,1699.33,2387.55,688.22,Proj3
2007-03-12,1678.98,2402.29,723.31,Proj1
2007-03-13,1866.28,2350.57,484.29,Proj7
2007-03-14,1702.61,2371.74,669.13,Proj4
2007-03-15,1909.42,2378.7,469.28,Proj1
2007-03-16,1724.09,2372.66,648.57,Proj1
2007-03-19,3495.726,2873.292,452.34,Proj5
2007-03-20,1786.7,2408.21,621.51,Proj1
2007-03-21,1824.59,2455.92,631.33,Proj3
2007-03-22,1775.69,2451.74,676.05,Proj8
2007-03-23,1760.79,2448.93,688.14,Proj6
2007-03-26,1973.82,2455.63,481.81,Proj3
2007-03-27,1737.53,2437.43,699.9,Proj6
2007-03-28,1860.97,2417.1,556.13,Proj6
2007-03-29,1934.83,2417.88,483.05,Proj4
2007-03-30,1668.91,2421.64,752.73,Proj8
2007-04-02,1757.84,2422.26,664.42,Proj7
2007-04-03,4280.924999999999,4165.561,737.96,Proj9
2007-04-04,3824.125,4179.773,929.04,Proj9
2007-04-05,1939.63,2471.34,531.71,Proj2
2007-04-09,3332.106,2963.0159999999996,618.01,Proj5
2007-04-10,1862.68,2477.61,614.93,Proj1
2007-04-11,1876.07,2459.31,583.24,Proj4
2007-04-12,1982.04,2480.32,498.28,Proj7
2007-04-13,1858.82,2491.94,633.12,Proj7
2007-04-16,3378.258,3021.9959999999996,641.52,Proj5
2007-04-17,1849.59,2516.95,667.36,Proj7
2007-04-18,2050.81,2510.5,459.69,Proj7
2007-04-19,1888.07,2505.35,617.28,Proj4
2007-04-20,1813.16,2526.39,713.23,Proj7
2007-04-23,1998.89,2523.67,524.78,Proj6
2007-04-24,1734.58,2524.54,789.96,Proj4
2007-04-25,2052.84,2547.89,495.05,Proj8
2007-04-26,2108.04,2554.46,446.42,Proj6
2007-04-27,1965.42,2557.21,591.79,Proj8
2007-04-30,1829.32,2525.09,695.77,Proj7
2007-05-01,1896.38,2531.53,635.15,Proj7
2007-05-02,4980.400000000001,4348.328,565.68,Proj9
2007-05-03,1802.25,2565.46,763.21,Proj1
2007-05-04,1835.57,2572.15,736.58,Proj4
2007-05-07,2003.89,2570.95,567.06,Proj7
2007-05-08,2038.42,2571.75,533.33,Proj2
2007-05-09,2088.05,2576.34,488.29,Proj2
2007-05-10,1855.94,2533.74,677.8,Proj6
2007-05-11,2016.3,2562.22,545.92,Proj4
2007-05-14,2045.76,2546.44,500.68,Proj3
2007-05-15,1801.59,2525.29,723.7,Proj8
2007-05-16,1992.77,2547.42,554.65,Proj6
2007-05-17,4409.3,4316.946,775.66,Proj9
2007-05-18,2029.95,2558.45,528.5,Proj7
2007-05-21,2044.66,2578.79,534.13,Proj3
2007-05-22,1790.12,2588.02,797.9,Proj6
2007-05-23,1792.8,2577.05,784.25,Proj8
2007-05-24,1996.32,2537.92,541.6,Proj1
2007-05-25,1921.28,2557.19,635.91,Proj2
2007-05-29,2064.74,2572.06,507.32,Proj4
2007-05-30,1752.11,2592.59,840.48,Proj1
2007-05-31,1977.27,2604.52,627.25,Proj2
2007-06-01,2049.63,2613.92,564.29,Proj8
2007-06-04,1979.76,2618.29,638.53,Proj7
2007-06-05,2127.55,2611.23,483.68,Proj8
2007-06-06,1935.41,2587.18,651.77,Proj3
2007-06-07,1836.41,2541.38,704.97,Proj3
2007-06-08,2026.45,2573.54,547.09,Proj2
2007-06-11,2026.74,2572.15,545.41,Proj3
2007-06-12,1920.6,2549.77,629.17,Proj8
2007-06-13,1841.17,2582.31,741.14,Proj7
2007-06-14,4683.9,4418.996999999999,725.85,Proj9
2007-06-15,1896.29,2626.71,730.42,Proj2
2007-06-18,5229.55,4465.219999999999,534.78,Proj9
2007-06-19,1871.53,2626.76,755.23,Proj1
2007-06-20,1870.15,2599.96,729.81,Proj2
2007-06-21,2008.0,2616.96,608.96,Proj7
2007-06-22,1799.26,2588.96,789.7,Proj1
2007-06-25,2074.8,2577.08,502.28,Proj3
2007-06-26,1845.72,2574.16,728.44,Proj3
2007-06-27,2101.94,2605.35,503.41,Proj2
2007-06-28,1850.72,2608.37,757.65,Proj8
2007-06-29,2103.32,2603.23,499.91,Proj2
2007-07-02,1878.37,2632.3,753.93,Proj2
2007-07-03,1956.17,2644.95,688.78,Proj4
2007-07-05,2067.03,2656.65,589.62,Proj6
2007-07-06,2072.73,2666.51,593.78,Proj6
2007-07-09,1849.7,2670.02,820.32,Proj8
2007-07-10,2078.22,2639.16,560.94,Proj7
2007-07-11,1904.27,2651.79,747.52,Proj8
2007-07-12,2063.17,2701.73,638.56,Proj2
2007-07-13,2175.03,2707.0,531.97,Proj2
2007-07-16,1972.69,2697.33,724.64,Proj8
2007-07-17,2140.23,2712.29,572.06,Proj6
2007-07-18,3789.4500000000003,3239.3879999999995,594.24,Proj5
2007-07-19,2167.82,2720.04,552.22,Proj2
2007-07-20,5110.950000000001,4568.92,643.22,Proj9
2007-07-23,1924.6,2690.58,765.98,Proj8
2007-07-24,1779.44,2639.86,860.42,Proj2
2007-07-25,1983.67,2648.17,664.5,Proj7
2007-07-26,1989.41,2599.34,609.93,Proj1
2007-07-27,1954.45,2562.24,607.79,Proj2
2007-07-30,3407.112,3099.936,690.44,Proj5
2007-07-31,1769.73,2546.27,776.54,Proj1
2007-08-01,2036.73,2553.87,517.14,Proj6
2007-08-02,1937.53,2575.98,638.45,Proj2
2007-08-03,2158.78,2511.25,352.47,Proj7
2007-08-06,3184.776,3056.796,778.01,Proj5
2007-08-07,1972.9,2561.6,588.7,Proj8
2007-08-08,1830.09,2612.98,782.89,Proj1
2007-08-09,2021.32,2556.49,535.17,Proj8
2007-08-10,1873.06,2544.89,671.83,Proj8
2007-08-13,3139.164,3050.6879999999996,798.26,Proj5
2007-08-14,1957.16,2499.12,541.96,Proj7
2007-08-15,1926.4,2458.83,532.43,Proj1
2007-08-16,2012.86,2451.07,438.21,Proj8
2007-08-17,1978.71,2505.03,526.32,Proj4
2007-08-20,2077.46,2508.59,431.13,Proj8
2007-08-21,5083.025,4286.21,488.09,Proj9
2007-08-22,1827.77,2552.8,725.03,Proj8
2007-08-23,2006.14,2541.7,535.56,Proj6
2007-08-24,3384.072,3092.028,696.65,Proj5
2007-08-27,2041.75,2561.25,519.5,Proj8
2007-08-28,1847.64,2500.64,653.0,Proj1
2007-08-29,2022.93,2563.16,540.23,Proj7
2007-08-30,3260.664,3078.36,753.82,Proj5
2007-08-31,1780.12,2596.36,816.24,Proj7
2007-09-04,2073.04,2630.24,557.2,Proj4
2007-09-05,1978.4,2605.95,627.55,Proj7
2007-09-06,3552.966,3137.184,640.45,Proj5
2007-09-07,1778.65,2565.7,787.05,Proj6
2007-09-10,3543.8759999999997,3070.9320000000002,590.29,Proj5
2007-09-11,2106.99,2597.47,490.48,Proj4
2007-09-12,1880.37,2592.07,711.7,Proj4
2007-09-13,1881.9,2601.06,719.16,Proj6
2007-09-14,5106.650000000001,4423.705999999999,559.52,Proj9
2007-09-17,2067.82,2581.66,513.84,Proj8
2007-09-18,1806.25,2651.66,845.41,Proj3
2007-09-19,2046.78,2666.48,619.7,Proj2
2007-09-20,1913.13,2654.29,741.16,Proj7
2007-09-21,5059.049999999999,4541.074,647.6,Proj9
2007-09-24,1973.42,2667.95,694.53,Proj2
2007-09-25,1915.69,2683.45,767.76,Proj2
2007-09-26,1910.66,2699.03,788.37,Proj8
2007-09-27,2125.79,2709.59,583.8,Proj3
2007-09-28,1883.29,2701.5,818.21,Proj1
2007-10-01,2101.07,2740.99,639.92,Proj3
2007-10-02,5045.725,4670.087,728.82,Proj9
2007-10-03,2074.56,2729.43,654.87,Proj8
2007-10-04,1901.15,2733.57,832.42,Proj8
2007-10-05,2081.15,2780.32,699.17,Proj6
2007-10-08,1946.51,2787.37,840.86,Proj7
2007-10-09,2110.36,2803.91,693.55,Proj6
2007-10-10,5143.375,4779.737,754.26,Proj9
2007-10-11,2081.37,2772.2,690.83,Proj1
2007-10-12,1981.89,2805.68,823.79,Proj6
2007-10-15,4020.1200000000003,3336.06,546.65,Proj5
2007-10-16,2147.67,2763.91,616.24,Proj2
2007-10-17,1873.24,2792.67,919.43,Proj1
2007-10-18,1988.44,2799.31,810.87,Proj2
2007-10-19,2140.4,2725.16,584.76,Proj4
2007-10-22,3587.346,3304.716,760.96,Proj5
2007-10-23,2206.17,2799.26,593.09,Proj1
2007-10-24,5028.7,4717.092000000001,763.28,Proj9
2007-10-25,2219.38,2750.86,531.48,Proj2
2007-10-26,2208.33,2804.19,595.86,Proj2
2007-10-29,2085.78,2817.44,731.66,Proj8
2007-10-30,2144.6,2816.71,672.11,Proj2
2007-10-31,2097.18,2859.12,761.94,Proj2
2007-11-01,2181.79,2794.83,613.04,Proj8
2007-11-02,3805.866,3372.456,696.01,Proj5
2007-11-05,3853.296,3354.216,654.46,Proj5
2007-11-06,2061.09,2825.18,764.09,Proj8
2007-11-07,4622.099999999999,4672.892,899.92,Proj9
2007-11-08,2007.74,2696.0,688.26,Proj4
2007-11-09,1901.26,2627.94,726.68,Proj7
2007-11-12,1835.21,2584.13,748.92,Proj7
2007-11-13,2028.88,2673.65,644.77,Proj7
2007-11-14,1872.09,2644.32,772.23,Proj1
2007-11-15,3592.674,3142.212,622.58,Proj5
2007-11-16,2095.84,2637.24,541.4,Proj4
2007-11-19,2309.08,2593.38,284.3,Proj7
2007-11-20,5223.424999999999,4414.577,507.44,Proj9
2007-11-21,2937.402,3074.58,930.26,Proj5
2007-11-23,1899.53,2596.6,697.07,Proj7
2007-11-26,1875.95,2540.99,665.04,Proj6
2007-11-27,3444.0119999999997,3096.96,667.46,Proj5
2007-11-28,2019.3,2662.91,643.61,Proj3
2007-11-29,2046.75,2668.13,621.38,Proj8
2007-11-30,2279.8,2660.96,381.16,Proj3
2007-12-03,2066.91,2637.13,570.22,Proj3
2007-12-04,2162.68,2619.83,457.15,Proj7
2007-12-05,2018.33,2666.36,648.03,Proj2
2007-12-06,2106.32,2709.03,602.71,Proj4
2007-12-07,1978.39,2706.16,727.77,Proj4
2007-12-10,4921.425,4622.214999999999,750.38,Proj9
2007-12-11,1985.56,2652.35,666.79,Proj4
2007-12-12,2016.2,2671.14,654.94,Proj3
2007-12-13,2091.29,2668.49,577.2,Proj2
2007-12-14,3342.276,3162.8879999999995,778.92,Proj5
2007-12-17,1932.74,2574.46,641.72,Proj2
2007-12-18,2128.86,2596.03,467.17,Proj4
2007-12-19,1818.15,2601.01,782.86,Proj7
2007-12-20,1971.67,2640.86,669.19,Proj3
2007-12-21,2138.93,2691.99,553.06,Proj1
2007-12-24,5522.125,4612.95,504.65,Proj9
2007-12-26,3562.452,3269.292,745.27,Proj5
2007-12-27,2113.02,2676.79,563.77,Proj1
2007-12-28,2040.32,2674.46,634.14,Proj1
2007-12-31,4771.6,4508.876,743.64,Proj9
2008-01-02,5157.775000000001,4436.371,546.52,Proj9
2008-01-03,1922.18,2602.68,680.5,Proj4
2008-01-04,1626.07,2504.65,878.58,Proj2
2008-01-07,1912.65,2499.46,586.81,Proj2
2008-01-08,1863.84,2440.51,576.67,Proj3
2008-01-09,1668.83,2474.55,805.72,Proj7
2008-01-10,1897.98,2488.52,590.54,Proj6
2008-01-11,4514.825,4147.898,634.01,Proj9
2008-01-14,2046.09,2478.3,432.21,Proj6
2008-01-15,3209.832,2901.108,634.35,Proj5
2008-01-16,4228.475,4070.8030000000003,703.2,Proj9
2008-01-17,1882.39,2346.9,464.51,Proj7
2008-01-18,1798.07,2340.02,541.95,Proj4
2008-01-22,3234.8700000000003,2750.7239999999997,495.12,Proj5
2008-01-23,2956.194,2779.6919999999996,674.08,Proj5
2008-01-24,1725.4,2360.92,635.52,Proj1
2008-01-25,3360.744,2791.4399999999996,459.12,Proj5
2008-01-28,1878.47,2349.91,471.44,Proj6
2008-01-29,2150.36,2358.06,207.7,Proj1
2008-01-30,4197.875,3993.2999999999997,669.85,Proj9
2008-01-31,3278.6820000000002,2867.832,568.37,Proj5
2008-02-01,4697.65,4102.712,534.3,Proj9
2008-02-04,1712.9,2382.85,669.95,Proj3
2008-02-05,1673.33,2309.57,636.24,Proj4
2008-02-06,1595.04,2278.75,683.71,Proj6
2008-02-07,1704.58,2293.03,588.45,Proj8
2008-02-08,1762.61,2304.85,542.24,Proj3
2008-02-11,4167.975,3944.102,652.87,Proj9
2008-02-12,1713.54,2320.04,606.5,Proj3
2008-02-13,1690.58,2373.93,683.35,Proj6
2008-02-14,1945.53,2332.54,387.01,Proj4
2008-02-15,1784.69,2321.8,537.11,Proj4
2008-02-19,4551.75,3920.5399999999995,485.5,Proj9
2008-02-20,1792.24,2327.1,534.86,Proj4
2008-02-21,3420.702,2759.7360000000003,399.4,Proj5
2008-02-22,1741.6,2303.35,561.75,Proj7
2008-02-25,1554.42,2327.48,773.06,Proj2
2008-02-26,1830.69,2344.99,514.3,Proj4
2008-02-27,1704.32,2353.78,649.46,Proj7
2008-02-28,1760.97,2331.57,570.6,Proj3
2008-02-29,2995.5240000000003,2725.776,607.3,Proj5
2008-03-03,1707.78,2258.6,550.82,Proj3
2008-03-04,1864.21,2260.28,396.07,Proj6
2008-03-05,1726.46,2272.81,546.35,Proj1
2008-03-06,1674.39,2220.5,546.11,Proj3
2008-03-07,4145.55,3761.2329999999997,554.27,Proj9
2008-03-10,1464.27,2169.34,705.07,Proj2
