date,cost_of_sales,selling_price,net_profit,project_category,project_name
2004-09-01,1393.57,1850.41,456.84,Category5,Proj6
2004-09-02,1333.55,1873.43,539.88,Category3,Proj5
2004-09-03,1336.5,1844.48,507.98,Category4,Proj7
2004-09-07,1383.22,1858.56,475.34,Category1,Proj10
2004-09-08,1483.57,1850.64,367.07,Category2,Proj9
2004-09-09,1437.75,1869.65,431.9,Category5,Proj10
2004-09-10,1352.36,1894.31,541.95,Category2,Proj1
2004-09-13,1443.45,1910.38,466.93,Category6,Proj5
2004-09-14,1529.22,1915.4,386.18,Category3,Proj8
2004-09-15,1657.75,1896.52,238.77,Category3,Proj10
2004-09-16,1350.63,1904.08,553.45,Category4,Proj10
2004-09-17,1393.64,1910.09,516.45,Category1,Proj8
2004-09-20,1384.94,1908.07,523.13,Category5,Proj5
2004-09-21,1430.11,1921.18,491.07,Category5,Proj5
2004-09-22,1513.91,1885.71,371.8,Category4,Proj8
2004-09-23,1376.92,1886.43,509.51,Category6,Proj7
2004-09-24,1712.15,1879.48,167.33,Category3,Proj7
2004-09-27,1403.19,1859.88,456.69,Category6,Proj9
2004-09-28,1275.44,1869.87,594.43,Category3,Proj6
2004-09-29,1487.06,1893.94,406.88,Category3,Proj10
2004-09-30,1385.97,1896.84,510.87,Category6,Proj10
2004-10-01,1538.12,1942.2,404.08,Category2,Proj1
2004-10-04,1367.46,1952.4,584.94,Category4,Proj1
2004-10-05,1608.77,1955.5,346.73,Category3,Proj1
2004-10-06,1466.12,1971.03,504.91,Category3,Proj9
2004-10-07,1396.8,1948.52,551.72,Category4,Proj4
2004-10-08,1318.8,1919.97,601.17,Category2,Proj2
2004-10-11,1574.34,1928.76,354.42,Category1,Proj8
2004-10-12,1506.07,1925.17,419.1,Category2,Proj10
2004-10-13,1414.36,1920.53,506.17,Category6,Proj8
2004-10-14,1496.81,1903.02,406.21,Category2,Proj9
2004-10-15,1446.03,1911.5,465.47,Category3,Proj2
2004-10-18,1406.37,1936.52,530.15,Category3,Proj2
2004-10-19,1360.13,1922.9,562.77,Category3,Proj10
2004-10-20,1287.19,1932.97,645.78,Category6,Proj7
2004-10-21,1498.27,1953.62,455.35,Category4,Proj5
2004-10-22,1505.54,1915.14,409.6,Category3,Proj5
2004-10-25,1255.31,1914.04,658.73,Category5,Proj9
2004-10-26,1340.02,1928.79,588.77,Category3,Proj5
2004-10-27,1573.97,1969.99,396.02,Category3,Proj1
2004-10-28,1721.7,1975.74,254.04,Category6,Proj2
2004-10-29,1491.47,1974.99,483.52,Category3,Proj6
2004-11-01,1457.64,1979.87,522.23,Category5,Proj1
2004-11-02,1474.07,1984.79,510.72,Category1,Proj10
2004-11-03,1614.15,2004.33,390.18,Category5,Proj7
2004-11-04,1503.77,2023.63,519.86,Category3,Proj6
2004-11-05,1557.31,2038.94,481.63,Category6,Proj1
2004-11-08,1390.36,2039.25,648.89,Category4,Proj9
2004-11-09,1523.25,2043.33,520.08,Category5,Proj6
2004-11-10,1460.94,2034.56,573.62,Category1,Proj7
2004-11-11,1578.64,2061.27,482.63,Category6,Proj1
2004-11-12,1637.56,2085.34,447.78,Category1,Proj5
2004-11-15,1259.94,2094.09,834.15,Category3,Proj10
2004-11-16,1541.95,2078.62,536.67,Category4,Proj8
2004-11-17,1430.31,2099.68,669.37,Category1,Proj9
2004-11-18,1616.5,2104.28,487.78,Category6,Proj3
2004-11-19,1665.59,2070.63,405.04,Category4,Proj6
2004-11-22,1581.75,2085.19,503.44,Category3,Proj7
2004-11-23,1665.37,2084.28,418.91,Category5,Proj1
2004-11-24,1800.09,2102.54,302.45,Category5,Proj4
2004-11-26,1769.23,2101.97,332.74,Category5,Proj9
2004-11-29,1680.7,2106.87,426.17,Category6,Proj9
2004-11-30,1634.66,2096.81,462.15,Category5,Proj7
2004-12-01,1686.04,2138.23,452.19,Category3,Proj8
2004-12-02,1493.98,2143.57,649.59,Category6,Proj2
2004-12-03,1538.33,2147.96,609.63,Category2,Proj7
2004-12-06,1633.44,2151.25,517.81,Category4,Proj10
2004-12-07,1539.64,2114.66,575.02,Category6,Proj2
2004-12-08,1603.2,2126.11,522.91,Category4,Proj9
2004-12-09,1524.04,2129.01,604.97,Category2,Proj8
2004-12-10,1564.84,2128.07,563.23,Category4,Proj1
2004-12-13,1719.32,2148.5,429.18,Category5,Proj9
2004-12-14,1842.71,2159.84,317.13,Category1,Proj4
2004-12-15,1611.94,2162.55,550.61,Category1,Proj6
2004-12-16,1549.97,2146.15,596.18,Category3,Proj5
2004-12-17,1709.04,2135.2,426.16,Category2,Proj2
2004-12-20,1651.31,2127.85,476.54,Category4,Proj1
2004-12-21,1616.98,2150.91,533.93,Category5,Proj6
2004-12-22,1481.99,2157.03,675.04,Category5,Proj4
2004-12-23,1473.92,2160.62,686.7,Category5,Proj4
2004-12-27,1641.52,2154.22,512.7,Category6,Proj10
2004-12-28,1769.26,2177.19,407.93,Category2,Proj3
2004-12-29,1589.89,2177.0,587.11,Category2,Proj4
2004-12-30,1483.37,2178.34,694.97,Category2,Proj6
2004-12-31,1651.56,2175.44,523.88,Category2,Proj7
2005-01-03,1611.24,2152.15,540.91,Category5,Proj6
2005-01-04,1612.12,2107.86,495.74,Category3,Proj6
2005-01-05,1536.67,2091.24,554.57,Category3,Proj3
2005-01-06,1455.53,2090.0,634.47,Category4,Proj7
2005-01-07,1554.78,2088.61,533.83,Category2,Proj6
2005-01-10,1458.67,2097.04,638.37,Category3,Proj5
2005-01-11,1697.34,2079.62,382.28,Category5,Proj7
2005-01-12,1539.72,2092.53,552.81,Category5,Proj1
2005-01-13,1453.8,2070.56,616.76,Category1,Proj10
2005-01-14,1613.07,2087.91,474.84,Category4,Proj5
2005-01-18,1347.46,2106.04,758.58,Category6,Proj6
2005-01-19,1377.6,2073.59,695.99,Category3,Proj9
2005-01-20,1415.82,2045.88,630.06,Category1,Proj7
2005-01-21,1649.07,2034.27,385.2,Category1,Proj4
2005-01-24,1453.38,2008.7,555.32,Category4,Proj5
2005-01-25,1459.95,2019.95,560.0,Category3,Proj7
2005-01-26,1484.64,2046.09,561.45,Category5,Proj1
2005-01-27,1649.75,2047.15,397.4,Category4,Proj6
2005-01-28,1462.73,2035.83,573.1,Category6,Proj9
2005-01-31,1508.51,2062.41,553.9,Category2,Proj10
2005-02-01,1633.83,2068.7,434.87,Category1,Proj4
2005-02-02,1451.44,2075.06,623.62,Category4,Proj10
2005-02-03,1496.84,2057.64,560.8,Category3,Proj3
2005-02-04,1360.37,2086.66,726.29,Category2,Proj1
2005-02-07,1622.66,2082.03,459.37,Category6,Proj1
2005-02-08,1704.42,2086.68,382.26,Category5,Proj10
2005-02-09,1452.12,2052.55,600.43,Category5,Proj7
2005-02-10,1701.45,2053.1,351.65,Category6,Proj5
2005-02-11,1643.66,2076.66,433.0,Category5,Proj7
2005-02-14,1549.28,2082.91,533.63,Category4,Proj10
2005-02-15,1557.22,2089.21,531.99,Category1,Proj2
2005-02-16,1692.97,2087.43,394.46,Category1,Proj1
2005-02-17,1489.41,2061.34,571.93,Category2,Proj2
2005-02-18,1548.38,2058.62,510.24,Category1,Proj5
2005-02-22,1431.85,2030.32,598.47,Category5,Proj9
2005-02-23,1769.5,2031.25,261.75,Category2,Proj5
2005-02-24,1498.88,2051.7,552.82,Category3,Proj2
2005-02-25,1475.0,2065.4,590.4,Category3,Proj6
2005-02-28,1481.43,2051.72,570.29,Category1,Proj3
2005-03-01,1524.5,2071.25,546.75,Category5,Proj5
2005-03-02,1633.52,2067.5,433.98,Category4,Proj5
2005-03-03,1563.93,2058.4,494.47,Category2,Proj4
2005-03-04,1426.32,2070.61,644.29,Category2,Proj3
2005-03-07,1506.08,2090.21,584.13,Category5,Proj2
2005-03-08,1531.13,2073.55,542.42,Category5,Proj4
2005-03-09,1427.32,2061.29,633.97,Category4,Proj1
2005-03-10,1318.26,2059.72,741.46,Category4,Proj10
2005-03-11,1398.23,2041.6,643.37,Category2,Proj2
2005-03-14,1674.37,2051.04,376.67,Category1,Proj1
2005-03-15,1626.57,2034.98,408.41,Category5,Proj7
2005-03-16,1390.11,2015.75,625.64,Category6,Proj10
2005-03-17,1416.82,2016.42,599.6,Category5,Proj7
2005-03-18,1357.4,2007.79,650.39,Category6,Proj4
2005-03-21,1592.86,2007.51,414.65,Category1,Proj9
2005-03-22,1430.57,1989.34,558.77,Category4,Proj1
2005-03-23,1322.32,1990.22,667.9,Category2,Proj5
2005-03-24,1453.81,1991.06,537.25,Category3,Proj7
2005-03-28,1388.98,1992.52,603.54,Category4,Proj9
2005-03-29,1434.27,1973.88,539.61,Category1,Proj8
2005-03-30,1665.63,2005.67,340.04,Category1,Proj3
2005-03-31,1450.06,1999.23,549.17,Category4,Proj2
2005-04-01,1436.7,1984.81,548.11,Category1,Proj5
2005-04-04,1540.76,1991.07,450.31,Category5,Proj3
2005-04-05,1420.36,1999.32,578.96,Category1,Proj10
2005-04-06,1528.21,1999.14,470.93,Category6,Proj8
2005-04-07,1390.82,2018.79,627.97,Category6,Proj3
2005-04-08,1666.64,1999.35,332.71,Category3,Proj9
2005-04-11,1321.83,1992.12,670.29,Category4,Proj3
2005-04-12,1431.49,2005.4,573.91,Category6,Proj7
2005-04-13,1417.24,1974.37,557.13,Category6,Proj7
2005-04-14,1515.45,1946.71,431.26,Category1,Proj10
2005-04-15,1448.28,1908.15,459.87,Category3,Proj2
2005-04-18,1285.38,1912.92,627.54,Category4,Proj6
2005-04-19,1352.45,1932.36,579.91,Category6,Proj7
2005-04-20,1487.4,1913.76,426.36,Category6,Proj5
2005-04-21,1555.77,1962.41,406.64,Category6,Proj9
2005-04-22,1597.13,1932.19,335.06,Category4,Proj4
2005-04-25,1269.1,1950.78,681.68,Category5,Proj5
2005-04-26,1520.18,1927.44,407.26,Category6,Proj1
2005-04-27,1541.41,1930.43,389.02,Category1,Proj8
2005-04-28,1341.75,1904.18,562.43,Category5,Proj3
2005-04-29,1593.55,1921.65,328.1,Category4,Proj2
2005-05-02,1611.07,1928.65,317.58,Category4,Proj2
2005-05-03,1509.99,1933.07,423.08,Category2,Proj8
2005-05-04,1556.14,1962.23,406.09,Category2,Proj5
2005-05-05,1404.4,1961.8,557.4,Category4,Proj1
2005-05-06,1563.41,1967.35,403.94,Category4,Proj9
2005-05-09,1577.47,1979.67,402.2,Category1,Proj5
2005-05-10,1548.2,1962.77,414.57,Category6,Proj4
2005-05-11,1315.06,1971.55,656.49,Category2,Proj7
2005-05-12,1504.11,1963.88,459.77,Category1,Proj6
2005-05-13,1335.8,1976.78,640.98,Category1,Proj2
2005-05-16,1382.47,1994.43,611.96,Category3,Proj6
2005-05-17,1425.46,2004.15,578.69,Category2,Proj9
2005-05-18,1594.25,2030.65,436.4,Category3,Proj5
2005-05-19,1433.96,2042.58,608.62,Category1,Proj4
2005-05-20,1568.7,2046.42,477.72,Category3,Proj10
2005-05-23,1683.2,2056.65,373.45,Category5,Proj2
2005-05-24,1451.9,2061.62,609.72,Category3,Proj7
2005-05-25,1687.17,2050.12,362.95,Category4,Proj8
2005-05-26,1412.72,2071.24,658.52,Category3,Proj8
2005-05-27,1503.73,2075.73,572.0,Category6,Proj6
2005-05-31,1571.4,2068.22,496.82,Category6,Proj10
2005-06-01,1629.68,2087.86,458.18,Category3,Proj9
2005-06-02,1735.57,2097.8,362.23,Category2,Proj10
2005-06-03,1569.22,2071.43,502.21,Category5,Proj4
2005-06-06,1671.93,2075.76,403.83,Category2,Proj6
2005-06-07,1700.83,2067.16,366.33,Category3,Proj6
2005-06-08,1537.01,2060.18,523.17,Category3,Proj6
2005-06-09,1593.95,2076.91,482.96,Category4,Proj2
2005-06-10,1483.77,2063.0,579.23,Category3,Proj3
2005-06-13,1524.45,2068.96,544.51,Category4,Proj10
2005-06-14,1749.17,2069.04,319.87,Category2,Proj4
2005-06-15,1612.25,2074.92,462.67,Category4,Proj2
2005-06-16,1646.23,2089.15,442.92,Category5,Proj8
2005-06-17,1532.91,2090.11,557.2,Category2,Proj6
2005-06-20,1570.57,2088.13,517.56,Category6,Proj10
2005-06-21,1572.44,2091.07,518.63,Category2,Proj6
2005-06-22,1449.94,2092.03,642.09,Category3,Proj10
2005-06-23,1573.9,2070.66,496.76,Category3,Proj10
2005-06-24,1534.53,2053.27,518.74,Category3,Proj4
2005-06-27,1471.8,2045.2,573.4,Category6,Proj3
2005-06-28,1549.19,2069.89,520.7,Category1,Proj1
2005-06-29,1449.02,2068.89,619.87,Category4,Proj6
2005-06-30,1474.92,2056.96,582.04,Category6,Proj7
2005-07-01,1514.71,2057.37,542.66,Category4,Proj8
2005-07-05,1564.86,2078.75,513.89,Category3,Proj9
2005-07-06,1430.24,2068.65,638.41,Category1,Proj6
2005-07-07,1337.14,2075.66,738.52,Category1,Proj10
2005-07-08,1548.1,2112.88,564.78,Category5,Proj5
2005-07-11,1648.93,2135.43,486.5,Category2,Proj8
2005-07-12,1729.63,2143.15,413.52,Category4,Proj10
2005-07-13,1665.39,2144.11,478.72,Category5,Proj4
2005-07-14,1654.26,2152.82,498.56,Category2,Proj8
2005-07-15,1783.03,2156.78,373.75,Category2,Proj3
2005-07-18,1538.22,2144.87,606.65,Category1,Proj9
2005-07-19,1756.47,2173.18,416.71,Category1,Proj6
2005-07-20,1722.87,2188.57,465.7,Category6,Proj5
2005-07-21,1714.0,2178.6,464.6,Category6,Proj2
2005-07-22,1633.64,2179.74,546.1,Category6,Proj4
2005-07-25,1747.12,2166.74,419.62,Category2,Proj6
2005-07-26,1730.54,2175.99,445.45,Category4,Proj1
2005-07-27,1750.43,2186.22,435.79,Category3,Proj4
2005-07-28,1697.25,2198.44,501.19,Category2,Proj5
2005-07-29,1602.05,2184.83,582.78,Category6,Proj3
2005-08-01,1662.87,2195.38,532.51,Category1,Proj4
2005-08-02,1663.62,2218.15,554.53,Category6,Proj7
2005-08-03,1679.28,2216.81,537.53,Category6,Proj8
2005-08-04,1724.79,2191.32,466.53,Category5,Proj3
2005-08-05,1687.68,2177.91,490.23,Category5,Proj5
2005-08-08,1704.37,2164.39,460.02,Category6,Proj3
2005-08-09,1701.49,2174.19,472.7,Category5,Proj5
2005-08-10,1862.22,2157.81,295.59,Category5,Proj2
2005-08-11,1640.74,2174.55,533.81,Category5,Proj9
2005-08-12,1739.35,2156.9,417.54,Category5,Proj4
2005-08-15,1562.06,2167.04,604.98,Category2,Proj2
2005-08-16,1732.91,2137.06,404.15,Category2,Proj1
2005-08-17,1510.26,2145.15,634.89,Category6,Proj6
2005-08-18,1646.47,2136.08,489.61,Category4,Proj1
2005-08-19,1655.36,2135.56,480.2,Category5,Proj4
2005-08-22,1656.41,2141.41,485.0,Category1,Proj9
2005-08-23,1671.47,2137.25,465.78,Category5,Proj3
2005-08-24,1732.15,2128.91,396.76,Category3,Proj5
2005-08-25,1649.87,2134.37,484.5,Category4,Proj8
2005-08-26,1558.56,2120.77,562.21,Category3,Proj9
2005-08-29,1655.22,2137.65,482.43,Category2,Proj9
2005-08-30,1500.99,2129.76,628.77,Category3,Proj3
2005-08-31,1671.9,2152.09,480.19,Category1,Proj1
2005-09-01,1611.88,2147.9,536.02,Category1,Proj8
2005-09-02,1419.44,2141.07,721.63,Category2,Proj1
2005-09-06,1441.24,2166.86,725.62,Category6,Proj1
2005-09-07,1660.61,2172.03,511.42,Category1,Proj2
2005-09-08,1703.21,2166.03,462.82,Category3,Proj4
2005-09-09,1656.86,2175.51,518.65,Category6,Proj2
2005-09-12,1738.92,2182.83,443.91,Category6,Proj3
2005-09-13,1542.43,2171.75,629.32,Category2,Proj5
2005-09-14,1548.8,2149.33,600.53,Category6,Proj1
2005-09-15,1562.79,2146.15,583.36,Category1,Proj3
2005-09-16,1623.86,2160.35,536.49,Category3,Proj8
2005-09-19,1576.89,2145.26,568.37,Category4,Proj7
2005-09-20,1621.44,2131.33,509.89,Category6,Proj10
2005-09-21,1601.02,2106.64,505.62,Category6,Proj9
2005-09-22,1510.84,2110.78,599.94,Category6,Proj10
2005-09-23,1586.73,2116.84,530.11,Category1,Proj4
2005-09-26,1498.63,2121.46,622.83,Category5,Proj7
2005-09-27,1579.52,2116.42,536.9,Category4,Proj5
2005-09-28,1495.14,2115.4,620.26,Category6,Proj1
2005-09-29,1610.53,2141.22,530.69,Category4,Proj7
2005-09-30,1740.76,2151.69,410.93,Category5,Proj10
2005-10-03,1638.46,2155.43,516.97,Category5,Proj6
2005-10-04,1549.46,2139.36,589.9,Category3,Proj4
2005-10-05,1528.85,2103.02,574.17,Category4,Proj7
2005-10-06,1467.71,2084.08,616.37,Category5,Proj7
2005-10-07,1612.6,2090.35,477.75,Category4,Proj1
2005-10-10,1710.11,2078.92,368.81,Category3,Proj1
2005-10-11,1615.72,2061.09,445.37,Category5,Proj4
2005-10-12,1426.61,2037.47,610.86,Category1,Proj6
2005-10-13,1517.9,2047.22,529.32,Category3,Proj9
2005-10-14,1440.29,2064.83,624.54,Category2,Proj6
2005-10-17,1660.91,2070.3,409.39,Category1,Proj1
2005-10-18,1534.24,2056.0,521.76,Category1,Proj8
2005-10-19,1733.78,2091.24,357.46,Category6,Proj3
2005-10-20,1550.18,2068.11,517.93,Category3,Proj3
2005-10-21,1532.53,2082.21,549.68,Category6,Proj4
2005-10-24,1752.53,2115.83,363.3,Category6,Proj5
2005-10-25,1578.93,2109.45,530.52,Category6,Proj9
2005-10-26,1498.38,2100.05,601.67,Category5,Proj10
2005-10-27,1538.3,2063.81,525.51,Category2,Proj10
2005-10-28,1739.21,2089.88,350.67,Category6,Proj6
2005-10-31,1851.97,2120.3,268.33,Category4,Proj4
2005-11-01,1620.45,2114.05,493.6,Category2,Proj3
2005-11-02,1644.81,2144.31,499.5,Category5,Proj5
2005-11-03,1613.64,2160.22,546.58,Category3,Proj7
2005-11-04,1794.4,2169.43,375.03,Category1,Proj9
2005-11-07,1676.17,2178.24,502.07,Category3,Proj8
2005-11-08,1848.97,2172.07,323.1,Category5,Proj6
2005-11-09,1729.0,2175.81,446.81,Category1,Proj3
2005-11-10,1520.45,2196.68,676.23,Category6,Proj3
2005-11-11,1670.63,2202.47,531.84,Category2,Proj10
2005-11-14,1636.06,2200.95,564.89,Category4,Proj9
2005-11-15,1706.78,2186.74,479.96,Category2,Proj10
2005-11-16,1704.31,2187.93,483.62,Category4,Proj7
2005-11-17,1659.39,2220.46,561.07,Category3,Proj3
2005-11-18,1710.5,2227.07,516.57,Category3,Proj5
2005-11-21,1782.22,2241.67,459.45,Category3,Proj2
2005-11-22,1875.6,2253.56,377.96,Category2,Proj8
2005-11-23,1817.95,2259.98,442.03,Category6,Proj2
2005-11-25,1709.75,2263.01,553.26,Category5,Proj6
2005-11-28,1743.97,2239.37,495.4,Category6,Proj6
2005-11-29,1535.95,2232.71,696.76,Category2,Proj10
2005-11-30,1541.85,2232.82,690.97,Category5,Proj1
2005-12-01,1605.97,2267.17,661.2,Category1,Proj3
2005-12-02,1615.3,2273.37,658.07,Category2,Proj10
2005-12-05,1684.58,2257.64,573.06,Category6,Proj8
2005-12-06,1445.46,2260.76,815.3,Category6,Proj7
2005-12-07,1775.42,2252.01,476.59,Category2,Proj4
2005-12-08,1681.87,2246.46,564.59,Category2,Proj4
2005-12-09,1673.63,2256.73,583.1,Category1,Proj9
2005-12-12,1524.37,2260.95,736.58,Category4,Proj8
2005-12-13,1758.39,2265.0,506.61,Category6,Proj2
2005-12-14,1615.56,2262.59,647.03,Category3,Proj3
2005-12-15,1764.68,2260.63,495.95,Category5,Proj2
2005-12-16,1745.32,2252.48,507.16,Category1,Proj10
2005-12-19,1697.77,2222.74,524.97,Category3,Proj3
2005-12-20,1637.1,2222.42,585.32,Category4,Proj3
2005-12-21,1530.29,2231.66,701.37,Category1,Proj5
2005-12-22,1793.4,2246.49,453.09,Category1,Proj2
2005-12-23,1621.8,2249.42,627.62,Category6,Proj4
2005-12-27,1773.48,2226.89,453.41,Category5,Proj1
2005-12-28,1560.28,2228.94,668.66,Category5,Proj7
2005-12-29,1579.61,2218.16,638.55,Category5,Proj4
2005-12-30,1546.6,2205.32,658.72,Category5,Proj2
2006-01-03,1772.9,2243.74,470.84,Category3,Proj3
2006-01-04,1660.37,2263.46,603.09,Category3,Proj5
2006-01-05,1726.78,2276.87,550.09,Category2,Proj5
2006-01-06,1784.54,2305.62,521.08,Category3,Proj1
2006-01-09,1898.36,2318.69,420.33,Category6,Proj3
2006-01-10,1697.59,2320.32,622.74,Category4,Proj2
2006-01-11,1892.35,2331.36,439.01,Category6,Proj10
2006-01-12,1711.85,2316.69,604.84,Category1,Proj8
2006-01-13,1666.04,2317.04,651.0,Category1,Proj5
2006-01-17,1839.72,2302.69,462.97,Category3,Proj2
2006-01-18,1826.71,2279.64,452.93,Category2,Proj9
2006-01-19,1779.85,2301.81,521.96,Category3,Proj4
2006-01-20,1636.88,2247.7,610.82,Category4,Proj3
2006-01-23,1479.17,2248.47,769.3,Category2,Proj7
2006-01-24,1759.63,2265.25,505.62,Category4,Proj8
2006-01-25,1783.31,2260.65,477.34,Category1,Proj7
2006-01-26,1691.28,2283.0,591.72,Category2,Proj8
2006-01-27,1602.69,2304.23,701.54,Category4,Proj3
2006-01-30,1704.12,2306.78,602.66,Category4,Proj4
2006-01-31,1803.99,2305.82,501.83,Category6,Proj4
2006-02-01,1727.04,2310.56,583.52,Category2,Proj9
2006-02-02,1702.45,2281.57,579.12,Category4,Proj5
2006-02-03,1606.43,2262.58,656.15,Category3,Proj3
2006-02-06,1513.43,2258.8,745.37,Category5,Proj5
2006-02-07,1576.46,2244.96,668.5,Category4,Proj2
2006-02-08,1937.48,2266.98,329.5,Category2,Proj8
2006-02-09,1634.52,2255.87,621.35,Category2,Proj8
2006-02-10,1772.77,2261.88,489.11,Category2,Proj6
2006-02-13,1757.64,2239.81,482.17,Category6,Proj10
2006-02-14,1959.01,2262.17,303.16,Category5,Proj8
2006-02-15,1810.89,2276.43,465.54,Category4,Proj9
2006-02-16,1613.76,2294.63,680.87,Category1,Proj6
2006-02-17,1782.76,2282.36,499.6,Category1,Proj9
2006-02-21,1769.65,2262.96,493.31,Category4,Proj1
2006-02-22,1644.31,2283.17,638.86,Category2,Proj1
2006-02-23,1763.27,2279.32,516.05,Category5,Proj9
2006-02-24,1744.21,2287.04,542.83,Category6,Proj7
2006-02-27,1801.38,2307.18,505.8,Category2,Proj3
2006-02-28,1822.71,2281.39,458.68,Category5,Proj8
2006-03-01,1720.27,2314.64,594.37,Category5,Proj1
2006-03-02,1753.22,2311.11,557.89,Category3,Proj10
2006-03-03,1775.14,2302.6,527.46,Category3,Proj4
2006-03-06,1890.38,2286.03,395.65,Category4,Proj1
2006-03-07,1617.06,2268.38,651.32,Category4,Proj3
2006-03-08,1582.5,2267.46,684.96,Category6,Proj5
2006-03-09,1615.54,2249.72,634.18,Category3,Proj7
2006-03-10,1768.05,2262.04,493.99,Category4,Proj5
2006-03-13,1714.11,2267.03,552.92,Category2,Proj8
2006-03-14,1825.27,2295.9,470.63,Category4,Proj1
2006-03-15,1653.44,2311.84,658.4,Category5,Proj2
2006-03-16,1844.8,2299.56,454.76,Category2,Proj4
2006-03-17,1557.91,2306.48,748.57,Category3,Proj4
2006-03-20,1657.58,2314.11,656.53,Category1,Proj6
2006-03-21,1858.91,2294.23,435.32,Category3,Proj6
2006-03-22,1847.69,2303.35,455.66,Category4,Proj8
2006-03-23,1632.26,2300.15,667.89,Category4,Proj5
2006-03-24,1765.35,2312.82,547.47,Category4,Proj5
2006-03-27,1686.31,2315.58,629.27,Category2,Proj2
2006-03-28,1683.05,2304.46,621.41,Category5,Proj1
2006-03-29,1668.82,2337.78,668.96,Category6,Proj1
2006-03-30,1620.81,2340.82,720.01,Category3,Proj1
2006-03-31,1795.18,2339.79,544.61,Category6,Proj9
2006-04-03,1828.82,2336.74,507.92,Category6,Proj10
2006-04-04,1583.37,2345.36,761.99,Category1,Proj3
2006-04-05,1967.69,2359.75,392.06,Category1,Proj5
2006-04-06,1735.03,2361.17,626.14,Category4,Proj10
2006-04-07,1989.79,2339.02,349.23,Category5,Proj6
2006-04-10,1696.61,2333.27,636.66,Category6,Proj6
2006-04-11,1601.19,2310.35,709.16,Category4,Proj2
2006-04-12,1757.83,2314.68,556.85,Category4,Proj1
2006-04-13,1889.51,2326.11,436.6,Category1,Proj4
2006-04-17,1623.51,2311.16,687.65,Category2,Proj2
2006-04-18,1680.45,2356.14,675.69,Category5,Proj6
2006-04-19,1827.6,2370.88,543.28,Category2,Proj2
2006-04-20,1779.49,2362.55,583.06,Category5,Proj5
2006-04-21,1827.71,2342.86,515.15,Category1,Proj10
2006-04-24,1812.39,2333.38,520.99,Category3,Proj8
2006-04-25,1723.71,2330.3,606.59,Category3,Proj9
2006-04-26,1675.39,2333.63,658.24,Category6,Proj7
2006-04-27,1784.66,2344.95,560.29,Category2,Proj8
2006-04-28,2019.31,2322.57,303.26,Category1,Proj9
2006-05-01,1794.34,2304.79,510.45,Category2,Proj5
2006-05-02,1681.08,2309.84,628.76,Category2,Proj5
2006-05-03,1787.21,2303.97,516.76,Category3,Proj9
2006-05-04,1592.55,2323.9,731.35,Category5,Proj4
2006-05-05,1742.57,2342.57,600.0,Category3,Proj10
2006-05-08,1951.69,2344.99,393.3,Category5,Proj6
2006-05-09,1799.58,2338.25,538.67,Category3,Proj8
2006-05-10,1783.79,2320.74,536.95,Category3,Proj4
2006-05-11,1501.44,2272.7,771.26,Category2,Proj7
2006-05-12,1742.62,2243.78,501.16,Category5,Proj4
2006-05-15,1532.47,2238.52,706.05,Category5,Proj9
2006-05-16,1651.14,2229.13,577.99,Category1,Proj6
2006-05-17,1895.06,2195.8,300.74,Category3,Proj1
2006-05-18,1646.63,2180.32,533.69,Category3,Proj1
2006-05-19,1617.73,2193.88,576.15,Category5,Proj2
2006-05-22,1525.88,2172.86,646.98,Category6,Proj4
2006-05-23,1534.29,2158.76,624.47,Category3,Proj9
2006-05-24,1687.47,2169.17,481.7,Category6,Proj10
2006-05-25,1658.95,2198.24,539.29,Category6,Proj3
2006-05-26,1639.17,2210.37,571.2,Category1,Proj2
2006-05-30,1582.19,2164.74,582.55,Category1,Proj8
2006-05-31,1707.3,2178.88,471.58,Category1,Proj2
2006-06-01,1802.33,2219.86,417.53,Category3,Proj9
2006-06-02,1776.96,2219.41,442.45,Category3,Proj9
2006-06-05,1619.61,2169.62,550.01,Category3,Proj6
2006-06-06,1618.06,2162.78,544.72,Category3,Proj1
2006-06-07,1435.13,2151.8,716.67,Category5,Proj5
2006-06-08,1834.14,2145.32,311.18,Category3,Proj9
2006-06-09,1662.95,2135.06,472.11,Category2,Proj5
2006-06-12,1497.55,2091.32,593.77,Category5,Proj4
2006-06-13,1492.51,2072.47,579.96,Category5,Proj7
2006-06-14,1600.64,2086.0,485.36,Category6,Proj7
2006-06-15,1468.69,2144.15,675.46,Category3,Proj6
2006-06-16,1551.07,2129.95,578.88,Category3,Proj2
2006-06-19,1575.1,2110.42,535.32,Category2,Proj6
2006-06-20,1483.84,2107.06,623.22,Category6,Proj7
2006-06-21,1513.52,2141.2,627.68,Category4,Proj5
2006-06-22,1778.42,2122.98,344.56,Category4,Proj10
2006-06-23,1686.29,2121.47,435.18,Category4,Proj7
2006-06-26,1495.75,2133.67,637.92,Category1,Proj10
2006-06-27,1549.37,2100.25,550.88,Category4,Proj7
2006-06-28,1627.06,2111.84,484.78,Category4,Proj4
2006-06-29,1613.6,2174.38,560.78,Category5,Proj10
2006-06-30,1701.24,2172.09,470.85,Category3,Proj10
2006-07-03,1685.75,2190.43,504.68,Category4,Proj1
2006-07-05,1650.57,2153.34,502.77,Category1,Proj5
2006-07-06,1818.17,2155.09,336.92,Category5,Proj5
